# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
87           	((2.881112e-04 -8.874044e-04 1.109478e-22) (1.280023e-05 7.579404e-07 1.358347e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.176381e-24 7.422067e-23 1.335296e-04) (-2.852766e-25 3.421604e-24 -1.312761e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
88           	((2.871189e-04 -8.779483e-04 9.998664e-23) (1.277729e-05 7.479954e-07 1.356204e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.911357e-24 7.112591e-23 1.308596e-04) (-2.850511e-25 3.417513e-24 -1.283554e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
89           	((2.857436e-04 -8.713589e-04 8.985393e-23) (1.273937e-05 7.428935e-07 1.336226e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.658776e-24 6.819260e-23 1.292480e-04) (-2.812947e-25 3.371289e-24 -1.282552e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
90           	((2.843380e-04 -8.668221e-04 7.871584e-23) (1.271866e-05 7.365060e-07 1.344838e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.388985e-24 6.504321e-23 1.283197e-04) (-2.831373e-25 3.392596e-24 -1.270928e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
91           	((2.829069e-04 -8.654522e-04 6.971167e-23) (1.270053e-05 7.157133e-07 1.323518e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.161570e-24 6.240830e-23 1.285069e-04) (-2.790278e-25 3.342503e-24 -1.188100e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
92           	((2.812470e-04 -8.659655e-04 6.014207e-23) (1.268404e-05 7.134930e-07 1.327058e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.925882e-24 5.966529e-23 1.292855e-04) (-2.800100e-25 3.352810e-24 -1.194657e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
93           	((2.794533e-04 -8.702767e-04 5.394572e-23) (1.266073e-05 7.097294e-07 1.309469e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.762899e-24 5.779015e-23 1.313470e-04) (-2.764556e-25 3.309427e-24 -1.194592e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
94           	((2.778487e-04 -8.757696e-04 4.763778e-23) (1.265908e-05 6.951409e-07 1.306635e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.600177e-24 5.591175e-23 1.337626e-04) (-2.760929e-25 3.304321e-24 -1.133684e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
95           	((2.761090e-04 -8.839259e-04 4.390373e-23) (1.265178e-05 6.930087e-07 1.297026e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.495863e-24 5.472355e-23 1.370269e-04) (-2.741173e-25 3.281321e-24 -1.133302e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
96           	((2.743936e-04 -8.945302e-04 4.285430e-23) (1.264675e-05 6.924808e-07 1.289074e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.453699e-24 5.426698e-23 1.410542e-04) (-2.722909e-25 3.260013e-24 -1.138339e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
97           	((2.727782e-04 -9.075602e-04 4.433608e-23) (1.265026e-05 6.845712e-07 1.284420e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.471105e-24 5.450951e-23 1.458594e-04) (-2.711095e-25 3.246577e-24 -1.102015e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
98           	((2.710768e-04 -9.230944e-04 4.825431e-23) (1.265603e-05 6.847933e-07 1.280994e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.546757e-24 5.543361e-23 1.514821e-04) (-2.701648e-25 3.236993e-24 -1.102277e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
99           	((2.692202e-04 -9.426818e-04 5.480316e-23) (1.266605e-05 6.868239e-07 1.285994e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.686011e-24 5.710041e-23 1.585522e-04) (-2.708271e-25 3.246205e-24 -1.107571e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
100          	((2.674933e-04 -9.623844e-04 6.298766e-23) (1.267739e-05 6.929708e-07 1.294390e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.866358e-24 5.924378e-23 1.655316e-04) (-2.724149e-25 3.267223e-24 -1.129617e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
101          	((2.659780e-04 -9.825890e-04 7.268940e-23) (1.270220e-05 6.867177e-07 1.304398e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.085544e-24 6.183609e-23 1.726236e-04) (-2.742672e-25 3.291151e-24 -1.085071e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
102          	((2.644902e-04 -1.004102e-03 8.373248e-23) (1.271902e-05 6.962846e-07 1.325500e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.342488e-24 6.485796e-23 1.800280e-04) (-2.784055e-25 3.343534e-24 -1.117760e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
103          	((2.631675e-04 -1.026172e-03 9.563584e-23) (1.273472e-05 7.072021e-07 1.351671e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.625125e-24 6.816943e-23 1.875325e-04) (-2.836663e-25 3.407775e-24 -1.155206e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
104          	((2.620888e-04 -1.047732e-03 1.078950e-22) (1.275966e-05 7.068916e-07 1.372070e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.920683e-24 7.162256e-23 1.948156e-04) (-2.877750e-25 3.458099e-24 -1.133893e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
105          	((2.610217e-04 -1.068101e-03 1.201108e-22) (1.277390e-05 7.190618e-07 1.400277e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.220415e-24 7.511331e-23 2.015981e-04) (-2.936217e-25 3.529835e-24 -1.174565e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
106          	((2.602714e-04 -1.086028e-03 1.315614e-22) (1.278358e-05 7.320587e-07 1.432260e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.511680e-24 7.848379e-23 2.073985e-04) (-3.000880e-25 3.608483e-24 -1.219682e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
107          	((2.598351e-04 -1.099693e-03 1.426252e-22) (1.279817e-05 7.335341e-07 1.434605e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.791909e-24 8.172899e-23 2.116566e-04) (-3.006981e-25 3.615094e-24 -1.206217e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
108          	((2.595445e-04 -1.108561e-03 1.528901e-22) (1.280466e-05 7.464638e-07 1.444731e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.053088e-24 8.475117e-23 2.141324e-04) (-3.029012e-25 3.642603e-24 -1.250742e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
109          	((2.603890e-04 -1.106876e-03 1.616473e-22) (1.279849e-05 7.584956e-07 1.445982e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.278098e-24 8.735039e-23 2.124495e-04) (-3.033269e-25 3.647761e-24 -1.294228e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
110          	((2.614614e-04 -1.102025e-03 1.695233e-22) (1.279099e-05 7.686393e-07 1.455119e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.484304e-24 8.972470e-23 2.096128e-04) (-3.051538e-25 3.669104e-24 -1.329901e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
111          	((2.627103e-04 -1.093655e-03 1.762502e-22) (1.278323e-05 7.731098e-07 1.465192e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.663735e-24 9.178419e-23 2.055615e-04) (-3.073664e-25 3.696245e-24 -1.339191e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
112          	((2.639996e-04 -1.081323e-03 1.817174e-22) (1.276357e-05 7.832296e-07 1.463318e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.812405e-24 9.348512e-23 2.001581e-04) (-3.070144e-25 3.692352e-24 -1.379875e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
113          	((2.654740e-04 -1.064788e-03 1.859201e-22) (1.273498e-05 7.935668e-07 1.464880e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.930160e-24 9.482577e-23 1.932662e-04) (-3.073938e-25 3.696580e-24 -1.425345e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
114          	((2.672686e-04 -1.043680e-03 1.887561e-22) (1.270931e-05 7.924972e-07 1.464360e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.014108e-24 9.577328e-23 1.847614e-04) (-3.073328e-25 3.695704e-24 -1.416294e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
115          	((2.691057e-04 -1.018620e-03 1.903241e-22) (1.266622e-05 8.023047e-07 1.461653e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.066406e-24 9.635331e-23 1.748734e-04) (-3.068165e-25 3.689943e-24 -1.466216e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
116          	((2.711043e-04 -9.898156e-04 1.906263e-22) (1.261965e-05 8.088578e-07 1.459026e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.087049e-24 9.656593e-23 1.636873e-04) (-3.063425e-25 3.684430e-24 -1.503193e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
117          	((2.733164e-04 -9.581003e-04 1.897412e-22) (1.257227e-05 8.076436e-07 1.454301e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.078079e-24 9.643469e-23 1.515120e-04) (-3.053526e-25 3.671899e-24 -1.504494e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
118          	((2.754495e-04 -9.241601e-04 1.877571e-22) (1.251332e-05 8.134071e-07 1.449866e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.041585e-24 9.598406e-23 1.386160e-04) (-3.044470e-25 3.661639e-24 -1.544322e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
119          	((2.775790e-04 -8.888913e-04 1.846938e-22) (1.245278e-05 8.138566e-07 1.444001e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.978494e-24 9.522393e-23 1.253460e-04) (-3.031873e-25 3.646813e-24 -1.560805e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
120          	((2.796313e-04 -8.528171e-04 1.806350e-22) (1.238738e-05 8.153427e-07 1.439258e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.890420e-24 9.417402e-23 1.119041e-04) (-3.021939e-25 3.634844e-24 -1.585347e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
121          	((2.815604e-04 -8.162450e-04 1.756176e-22) (1.231749e-05 8.162267e-07 1.434650e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.778248e-24 9.284466e-23 9.839709e-05) (-3.012453e-25 3.623217e-24 -1.609983e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
122          	((2.834294e-04 -7.795485e-04 1.696977e-22) (1.225326e-05 8.074275e-07 1.427995e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.643106e-24 9.124952e-23 8.496923e-05) (-2.998194e-25 3.605151e-24 -1.587720e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
123          	((2.850914e-04 -7.432399e-04 1.628977e-22) (1.218274e-05 8.067360e-07 1.424601e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.486015e-24 8.939951e-23 7.178385e-05) (-2.991494e-25 3.598302e-24 -1.608348e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
124          	((2.866013e-04 -7.072149e-04 1.551880e-22) (1.210764e-05 8.052586e-07 1.420479e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.305679e-24 8.728071e-23 5.881061e-05) (-2.983340e-25 3.588805e-24 -1.628179e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
125          	((2.879792e-04 -6.716915e-04 1.465841e-22) (1.203072e-05 8.029370e-07 1.416734e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.102746e-24 8.490014e-23 4.610079e-05) (-2.975552e-25 3.578274e-24 -1.645980e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
126          	((2.892936e-04 -6.371259e-04 1.370968e-22) (1.196396e-05 7.891774e-07 1.414124e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.877393e-24 8.226001e-23 3.383744e-05) (-2.970696e-25 3.572609e-24 -1.607428e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
127          	((2.903421e-04 -6.037890e-04 1.267531e-22) (1.188717e-05 7.853112e-07 1.413130e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.630562e-24 7.937072e-23 2.208786e-05) (-2.969299e-25 3.571084e-24 -1.620965e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
128          	((2.911336e-04 -5.721072e-04 1.156077e-22) (1.180891e-05 7.817041e-07 1.408773e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.363125e-24 7.624342e-23 1.103422e-05) (-2.960971e-25 3.560686e-24 -1.637800e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
129          	((2.917761e-04 -5.427730e-04 1.037062e-22) (1.174163e-05 7.674015e-07 1.406602e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.076877e-24 7.289759e-23 9.202850e-07) (-2.958094e-25 3.556887e-24 -1.601296e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
130          	((2.921194e-04 -5.158756e-04 9.106853e-23) (1.166926e-05 7.601457e-07 1.403836e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.772227e-24 6.933815e-23 -8.237718e-06) (-2.954539e-25 3.552241e-24 -1.601368e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
131          	((2.922123e-04 -4.913155e-04 7.793685e-23) (1.159389e-05 7.530578e-07 1.398536e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.454582e-24 6.562920e-23 -1.649714e-05) (-2.946083e-25 3.541339e-24 -1.604134e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
132          	((2.921279e-04 -4.696163e-04 6.459733e-23) (1.152630e-05 7.388340e-07 1.395160e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.130584e-24 6.184891e-23 -2.366764e-05) (-2.942353e-25 3.536527e-24 -1.571226e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
133          	((2.918282e-04 -4.506557e-04 5.117585e-23) (1.145623e-05 7.292116e-07 1.392664e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.803193e-24 5.803200e-23 -2.981958e-05) (-2.940829e-25 3.533634e-24 -1.561344e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
134          	((2.912711e-04 -4.345518e-04 3.790332e-23) (1.138543e-05 7.213244e-07 1.386483e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.477657e-24 5.424047e-23 -3.489919e-05) (-2.931478e-25 3.521368e-24 -1.559881e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
135          	((2.907328e-04 -4.202896e-04 2.411410e-23) (1.132915e-05 7.062391e-07 1.391161e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.143418e-24 5.033923e-23 -3.935651e-05) (-2.944197e-25 3.535707e-24 -1.519196e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
136          	((2.898500e-04 -4.101897e-04 1.296347e-23) (1.126643e-05 6.974475e-07 1.366947e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.862022e-24 4.707842e-23 -4.223899e-05) (-2.897726e-25 3.479228e-24 -1.510388e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
137          	((2.888229e-04 -4.025012e-04 1.618136e-24) (1.121115e-05 6.901431e-07 1.363860e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.579302e-24 4.379492e-23 -4.426355e-05) (-2.894788e-25 3.474994e-24 -1.505002e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
138          	((2.875671e-04 -3.982814e-04 -7.756737e-24) (1.115787e-05 6.847521e-07 1.346547e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.339870e-24 4.102621e-23 -4.501166e-05) (-2.860374e-25 3.432210e-24 -1.506573e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
139          	((2.861968e-04 -4.023711e-04 -1.491004e-23) (1.112191e-05 6.676951e-07 1.344201e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.161661e-24 3.895640e-23 -4.284077e-05) (-2.857211e-25 3.428096e-24 -1.446878e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
140          	((2.840270e-04 -4.072698e-04 -1.709976e-23) (1.108195e-05 6.660864e-07 1.304735e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.074467e-24 3.801123e-23 -3.998220e-05) (-2.769304e-25 3.323750e-24 -1.458204e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
141          	((2.824579e-04 -4.138458e-04 -2.065920e-23) (1.104327e-05 6.653356e-07 1.306523e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.976075e-24 3.688856e-23 -3.697062e-05) (-2.778631e-25 3.333297e-24 -1.472833e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
142          	((2.809650e-04 -4.185117e-04 -1.971509e-23) (1.101665e-05 6.563952e-07 1.282999e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.965502e-24 3.683630e-23 -3.456590e-05) (-2.722005e-25 3.268624e-24 -1.441219e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
143          	((2.791847e-04 -4.311178e-04 -1.614279e-23) (1.099006e-05 6.565960e-07 1.271176e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.022885e-24 3.756818e-23 -2.936761e-05) (-2.697331e-25 3.237092e-24 -1.453525e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
144          	((2.775981e-04 -4.436668e-04 -1.196194e-23) (1.096953e-05 6.571672e-07 1.277213e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.100217e-24 3.852185e-23 -2.429652e-05) (-2.706695e-25 3.249695e-24 -1.462903e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
145          	((2.759405e-04 -4.593932e-04 -5.407419e-24) (1.095577e-05 6.544119e-07 1.273027e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.234192e-24 4.013856e-23 -1.808722e-05) (-2.694356e-25 3.235788e-24 -1.452804e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
146          	((2.741455e-04 -4.783686e-04 3.065355e-24) (1.094065e-05 6.578274e-07 1.284590e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.416558e-24 4.231606e-23 -1.073808e-05) (-2.715064e-25 3.260375e-24 -1.471415e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
147          	((2.711843e-04 -5.142554e-04 1.338771e-23) (1.094592e-05 6.589050e-07 1.313588e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.660486e-24 4.517653e-23 2.982861e-06) (-2.772705e-25 3.329013e-24 -1.473439e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
148          	((2.690548e-04 -5.394166e-04 2.377773e-23) (1.094982e-05 6.582994e-07 1.307774e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.895279e-24 4.795330e-23 1.265926e-05) (-2.759970e-25 3.315110e-24 -1.462362e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
149          	((2.672008e-04 -5.631614e-04 3.468677e-23) (1.094568e-05 6.642473e-07 1.327367e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.147120e-24 5.091954e-23 2.164720e-05) (-2.796663e-25 3.359710e-24 -1.485082e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
150          	((2.662196e-04 -5.764345e-04 4.464821e-23) (1.093980e-05 6.719348e-07 1.333782e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.372214e-24 5.358164e-23 2.660563e-05) (-2.806535e-25 3.372531e-24 -1.516011e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
151          	((2.648024e-04 -6.032513e-04 5.531488e-23) (1.095310e-05 6.661322e-07 1.389999e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.640700e-24 5.669428e-23 3.639168e-05) (-2.921908e-25 3.511726e-24 -1.480380e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
152          	((2.633970e-04 -6.254576e-04 6.480599e-23) (1.095658e-05 6.732701e-07 1.388035e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.874187e-24 5.941224e-23 4.460578e-05) (-2.919542e-25 3.507883e-24 -1.506962e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
153          	((2.622290e-04 -6.445097e-04 7.346505e-23) (1.095169e-05 6.807096e-07 1.399108e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.089579e-24 6.191459e-23 5.161022e-05) (-2.941274e-25 3.534112e-24 -1.537183e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
154          	((2.614364e-04 -6.595836e-04 8.075090e-23) (1.095417e-05 6.810034e-07 1.410662e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.274781e-24 6.405798e-23 5.709588e-05) (-2.965160e-25 3.563982e-24 -1.532020e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
155          	((2.609308e-04 -6.708993e-04 8.658982e-23) (1.095213e-05 6.850328e-07 1.421332e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.427791e-24 6.581950e-23 6.114384e-05) (-2.987098e-25 3.589859e-24 -1.546944e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
156          	((2.606279e-04 -6.786268e-04 9.100966e-23) (1.094479e-05 6.900982e-07 1.434827e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.548445e-24 6.719902e-23 6.383987e-05) (-3.015560e-25 3.623837e-24 -1.569190e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
157          	((2.607225e-04 -6.801737e-04 9.455417e-23) (1.093969e-05 6.873200e-07 1.430945e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.641342e-24 6.826846e-23 6.427216e-05) (-3.006907e-25 3.614546e-24 -1.553154e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
158          	((2.612187e-04 -6.777625e-04 9.573836e-23) (1.092682e-05 6.896974e-07 1.442425e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.685564e-24 6.875162e-23 6.312534e-05) (-3.032114e-25 3.644482e-24 -1.566130e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
159          	((2.615473e-04 -6.742295e-04 9.565677e-23) (1.091457e-05 6.907126e-07 1.448999e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.699242e-24 6.887798e-23 6.167434e-05) (-3.046658e-25 3.662282e-24 -1.573744e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
160          	((2.615997e-04 -6.743740e-04 9.441262e-23) (1.089735e-05 6.938887e-07 1.458414e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.690780e-24 6.873307e-23 6.162931e-05) (-3.068384e-25 3.686790e-24 -1.594807e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
161          	((2.620061e-04 -6.681099e-04 9.248671e-23) (1.087938e-05 6.937556e-07 1.446890e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.656657e-24 6.830809e-23 5.926913e-05) (-3.043480e-25 3.657135e-24 -1.599628e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
162          	((2.627489e-04 -6.596284e-04 8.861868e-23) (1.086969e-05 6.837350e-07 1.447151e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.580160e-24 6.737851e-23 5.602862e-05) (-3.048110e-25 3.663096e-24 -1.555685e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
163          	((2.634326e-04 -6.478691e-04 8.367245e-23) (1.084341e-05 6.868079e-07 1.445612e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.475679e-24 6.612623e-23 5.161763e-05) (-3.045298e-25 3.658768e-24 -1.579733e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
164          	((2.641736e-04 -6.347186e-04 7.822045e-23) (1.081678e-05 6.868307e-07 1.441970e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.356685e-24 6.470935e-23 4.671793e-05) (-3.038984e-25 3.651587e-24 -1.590706e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
165          	((2.649205e-04 -6.215042e-04 7.254142e-23) (1.079179e-05 6.829980e-07 1.438280e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.230174e-24 6.320902e-23 4.183377e-05) (-3.032215e-25 3.643558e-24 -1.583495e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
166          	((2.655175e-04 -6.084550e-04 6.684169e-23) (1.076372e-05 6.825981e-07 1.430848e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.100335e-24 6.167586e-23 3.706491e-05) (-3.017308e-25 3.624681e-24 -1.594093e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
167          	((2.661055e-04 -5.958935e-04 6.125727e-23) (1.074079e-05 6.773719e-07 1.421021e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.970251e-24 6.014630e-23 3.251777e-05) (-2.998456e-25 3.602452e-24 -1.580550e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
168          	((2.668450e-04 -5.815046e-04 5.624682e-23) (1.071224e-05 6.743473e-07 1.411694e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.848204e-24 5.872303e-23 2.726433e-05) (-2.978594e-25 3.578749e-24 -1.578635e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
169          	((2.670751e-04 -5.712148e-04 5.067166e-23) (1.068826e-05 6.733983e-07 1.405481e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.715765e-24 5.717147e-23 2.366544e-05) (-2.968988e-25 3.565317e-24 -1.586022e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
170          	((2.676634e-04 -5.570354e-04 4.549640e-23) (1.066826e-05 6.648819e-07 1.395311e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.586152e-24 5.566750e-23 1.858521e-05) (-2.947485e-25 3.541556e-24 -1.555343e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
171          	((2.675856e-04 -5.501792e-04 4.084712e-23) (1.064691e-05 6.637640e-07 1.397772e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.473693e-24 5.435437e-23 1.632205e-05) (-2.953678e-25 3.547166e-24 -1.561569e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
172          	((2.678134e-04 -5.397673e-04 3.711522e-23) (1.062063e-05 6.639579e-07 1.385420e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.375970e-24 5.322919e-23 1.266046e-05) (-2.926815e-25 3.515196e-24 -1.574396e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
