# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
15           	((6.339658e-05 -3.002475e-03 2.215119e-22) (1.599902e-05 1.107294e-06 1.004719e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.448528e-24 1.016084e-22 1.020834e-03) (-2.113586e-25 2.540847e-24 -2.339746e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
16           	((8.060196e-05 -2.884443e-03 2.045475e-22) (1.506995e-05 1.014581e-06 1.392947e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.156380e-24 9.794530e-23 9.658528e-04) (-2.942889e-25 3.509324e-24 -2.254257e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
17           	((1.196524e-04 -2.626208e-03 1.865619e-22) (1.386103e-05 9.402919e-07 1.473986e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.809609e-24 9.370814e-23 8.504665e-04) (-3.151922e-25 3.761523e-24 -2.247009e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
18           	((1.193522e-04 -2.617648e-03 1.831594e-22) (1.286044e-05 9.425476e-07 1.520613e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.776434e-24 9.321609e-23 8.453035e-04) (-3.205675e-25 3.818833e-24 -2.539811e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
19           	((1.330813e-04 -2.429621e-03 1.801887e-22) (1.193000e-05 8.790720e-07 1.290043e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.623212e-24 9.160039e-23 7.681414e-04) (-2.682301e-25 3.184579e-24 -2.510852e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
20           	((1.560169e-04 -2.196486e-03 1.651070e-22) (1.095736e-05 8.107248e-07 1.354798e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.210682e-24 8.688521e-23 6.719941e-04) (-2.882007e-25 3.454289e-24 -2.450834e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
21           	((1.897478e-04 -1.952832e-03 1.526851e-22) (1.012883e-05 7.538702e-07 1.108040e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.949522e-24 8.375203e-23 5.668047e-04) (-2.371363e-25 2.827467e-24 -2.436151e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
22           	((1.908505e-04 -1.947447e-03 1.563167e-22) (9.440653e-06 7.134119e-07 1.046279e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.061742e-24 8.501040e-23 5.626898e-04) (-2.248790e-25 2.672227e-24 -2.457463e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
23           	((2.008891e-04 -1.840675e-03 1.599249e-22) (8.887705e-06 6.322698e-07 1.071056e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.096932e-24 8.553230e-23 5.180578e-04) (-2.256501e-25 2.714069e-24 -2.222237e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
24           	((2.149427e-04 -1.710234e-03 1.591357e-22) (8.352072e-06 6.262170e-07 9.526463e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.046356e-24 8.500884e-23 4.638113e-04) (-2.018269e-25 2.404203e-24 -2.314411e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
25           	((2.290068e-04 -1.600875e-03 1.563582e-22) (7.840886e-06 5.889810e-07 9.783345e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.991085e-24 8.433810e-23 4.169092e-04) (-2.020254e-25 2.462432e-24 -2.280109e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
26           	((2.380793e-04 -1.550338e-03 1.532965e-22) (7.384933e-06 5.375016e-07 8.978487e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.948916e-24 8.377775e-23 3.937955e-04) (-1.859449e-25 2.221097e-24 -2.121341e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
27           	((2.463790e-04 -1.492605e-03 1.553375e-22) (7.265060e-06 5.153838e-07 9.155743e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.009208e-24 8.445848e-23 3.685493e-04) (-1.911084e-25 2.286976e-24 -2.037499e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
28           	((2.535614e-04 -1.443798e-03 1.605988e-22) (7.020751e-06 4.837155e-07 1.110534e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.128337e-24 8.586681e-23 3.474760e-04) (-2.393151e-25 2.861505e-24 -1.936398e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
29           	((2.587844e-04 -1.406960e-03 1.603298e-22) (6.562508e-06 4.607786e-07 5.284018e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.108072e-24 8.565951e-23 3.318072e-04) (-1.044378e-25 1.243977e-24 -1.888017e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
30           	((2.650688e-04 -1.358741e-03 1.547915e-22) (6.640886e-06 4.284742e-07 7.141988e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.992439e-24 8.427027e-23 3.115060e-04) (-1.514614e-25 1.819997e-24 -1.734373e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
31           	((2.719564e-04 -1.306871e-03 1.450375e-22) (6.809987e-06 3.888112e-07 8.440031e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.785821e-24 8.179522e-23 2.898917e-04) (-1.743991e-25 2.113647e-24 -1.528959e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32           	((2.749709e-04 -1.287094e-03 1.403114e-22) (6.513370e-06 4.087351e-07 1.754706e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.665147e-24 8.039973e-23 2.815160e-04) (-3.565987e-25 4.302838e-24 -1.592705e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33           	((2.794884e-04 -1.266368e-03 1.403671e-22) (6.762205e-06 3.853670e-07 1.673560e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.677420e-24 8.051975e-23 2.723730e-04) (-3.490340e-25 4.198050e-24 -1.429779e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
34           	((2.805093e-04 -1.260159e-03 1.368870e-22) (6.967186e-06 3.747794e-07 1.894951e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.620859e-24 7.980046e-23 2.692925e-04) (-3.847432e-25 4.663936e-24 -1.334286e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
35           	((2.826796e-04 -1.238731e-03 1.300312e-22) (6.899448e-06 3.818013e-07 1.312106e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.439357e-24 7.771456e-23 2.609058e-04) (-2.725434e-25 3.273350e-24 -1.313418e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
36           	((2.861953e-04 -1.220226e-03 1.257586e-22) (7.177449e-06 3.760694e-07 1.421669e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.344541e-24 7.658927e-23 2.532395e-04) (-3.020479e-25 3.613531e-24 -1.216986e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
37           	((2.882783e-04 -1.202011e-03 1.231314e-22) (7.378937e-06 3.502951e-07 1.300337e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.274751e-24 7.578767e-23 2.459192e-04) (-2.733203e-25 3.272935e-24 -1.128519e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
38           	((2.884481e-04 -1.208605e-03 1.199847e-22) (7.552314e-06 3.439297e-07 1.294561e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.210124e-24 7.500858e-23 2.481371e-04) (-2.703591e-25 3.240366e-24 -1.046670e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
39           	((2.900290e-04 -1.197565e-03 1.175245e-22) (7.722536e-06 3.496860e-07 1.257568e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.136806e-24 7.418191e-23 2.437899e-04) (-2.649731e-25 3.167128e-24 -1.016988e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
40           	((2.894489e-04 -1.210893e-03 1.153353e-22) (7.932028e-06 3.608230e-07 1.367025e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.098342e-24 7.370191e-23 2.486443e-04) (-2.876551e-25 3.436003e-24 -1.009495e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
41           	((2.905015e-04 -1.203367e-03 1.142530e-22) (8.106190e-06 3.709398e-07 1.268542e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.056805e-24 7.324964e-23 2.457073e-04) (-2.653051e-25 3.175891e-24 -1.002562e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
42           	((2.894524e-04 -1.223035e-03 1.132382e-22) (8.321198e-06 3.739714e-07 1.328306e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.047019e-24 7.310391e-23 2.530333e-04) (-2.782227e-25 3.325201e-24 -9.576600e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
43           	((2.885912e-04 -1.233594e-03 1.144341e-22) (8.527986e-06 3.827791e-07 1.332198e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.067728e-24 7.336323e-23 2.571067e-04) (-2.784807e-25 3.329615e-24 -9.362676e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
44           	((2.871028e-04 -1.249970e-03 1.143634e-22) (8.747500e-06 3.984978e-07 1.317268e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.070275e-24 7.338390e-23 2.634112e-04) (-2.760062e-25 3.300125e-24 -9.467786e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
45           	((2.877589e-04 -1.244192e-03 1.156842e-22) (8.943506e-06 4.138009e-07 1.298022e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.085519e-24 7.359749e-23 2.609184e-04) (-2.712258e-25 3.245960e-24 -9.590182e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
46           	((2.866042e-04 -1.264974e-03 1.168948e-22) (9.176534e-06 4.256148e-07 1.345454e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.125668e-24 7.404313e-23 2.686079e-04) (-2.815661e-25 3.366439e-24 -9.480444e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
47           	((2.866154e-04 -1.266052e-03 1.195262e-22) (9.364286e-06 4.368362e-07 1.321248e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.181267e-24 7.470949e-23 2.685309e-04) (-2.758609e-25 3.304766e-24 -9.397397e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
48           	((2.856146e-04 -1.286658e-03 1.222451e-22) (9.594815e-06 4.563465e-07 1.348046e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.254055e-24 7.554444e-23 2.761146e-04) (-2.815377e-25 3.370905e-24 -9.643174e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
49           	((2.857729e-04 -1.288315e-03 1.255515e-22) (9.783650e-06 4.697102e-07 1.332766e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.332961e-24 7.646806e-23 2.760618e-04) (-2.785223e-25 3.331564e-24 -9.671991e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
50           	((2.847209e-04 -1.306665e-03 1.300986e-22) (1.000799e-05 4.897975e-07 1.352280e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.442893e-24 7.775179e-23 2.828055e-04) (-2.821235e-25 3.391371e-24 -9.935867e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
51           	((2.847902e-04 -1.309490e-03 1.332489e-22) (1.018418e-05 5.033877e-07 1.332554e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.527041e-24 7.871741e-23 2.831194e-04) (-2.787214e-25 3.317988e-24 -9.970126e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
52           	((2.840604e-04 -1.324876e-03 1.391945e-22) (1.040378e-05 5.207023e-07 1.369707e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.669093e-24 8.037982e-23 2.886252e-04) (-2.853954e-25 3.444795e-24 -1.011095e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
53           	((2.839307e-04 -1.325481e-03 1.452325e-22) (1.057127e-05 5.461148e-07 1.336211e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.805065e-24 8.198897e-23 2.884124e-04) (-2.788636e-25 3.337777e-24 -1.073216e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
54           	((2.828090e-04 -1.345070e-03 1.506150e-22) (1.080130e-05 5.510695e-07 1.353708e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.944251e-24 8.359501e-23 2.955249e-04) (-2.837638e-25 3.364418e-24 -1.023937e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
55           	((2.828843e-04 -1.344585e-03 1.542701e-22) (1.093839e-05 5.808265e-07 1.379154e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.048499e-24 8.477851e-23 2.946608e-04) (-2.871420e-25 3.507615e-24 -1.115971e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
56           	((2.821760e-04 -1.354927e-03 1.607261e-22) (1.112336e-05 5.959586e-07 1.381563e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.206644e-24 8.662085e-23 2.981666e-04) (-2.895510e-25 3.427625e-24 -1.123227e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
57           	((2.823551e-04 -1.352002e-03 1.676869e-22) (1.129984e-05 6.072671e-07 1.356659e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.363519e-24 8.847709e-23 2.967524e-04) (-2.835477e-25 3.397271e-24 -1.114251e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
58           	((2.834047e-04 -1.349900e-03 1.711529e-22) (1.145495e-05 6.300399e-07 1.372449e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.458712e-24 8.956440e-23 2.951241e-04) (-2.870468e-25 3.458681e-24 -1.169926e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
59           	((2.828618e-04 -1.349413e-03 1.760615e-22) (1.158118e-05 6.494223e-07 1.405359e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.590413e-24 9.107457e-23 2.947625e-04) (-2.938991e-25 3.518314e-24 -1.213477e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
60           	((2.826364e-04 -1.346436e-03 1.799123e-22) (1.173756e-05 6.609208e-07 1.371285e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.688925e-24 9.221340e-23 2.933929e-04) (-2.876738e-25 3.436881e-24 -1.210529e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
61           	((2.821589e-04 -1.354664e-03 1.852298e-22) (1.189504e-05 6.726448e-07 1.418650e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.830719e-24 9.384098e-23 2.961275e-04) (-2.971227e-25 3.564914e-24 -1.214457e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
62           	((2.837433e-04 -1.327002e-03 1.889455e-22) (1.199030e-05 6.983684e-07 1.382120e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.908978e-24 9.477953e-23 2.855883e-04) (-2.889183e-25 3.470992e-24 -1.296646e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
63           	((2.846980e-04 -1.322322e-03 1.901745e-22) (1.209995e-05 7.068831e-07 1.397417e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.965578e-24 9.538315e-23 2.829211e-04) (-2.933891e-25 3.527015e-24 -1.293537e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
64           	((2.848517e-04 -1.313078e-03 1.946840e-22) (1.221531e-05 7.161798e-07 1.408327e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.074593e-24 9.665619e-23 2.795843e-04) (-2.948551e-25 3.529668e-24 -1.295683e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
65           	((2.868880e-04 -1.281600e-03 1.975791e-22) (1.229738e-05 7.308045e-07 1.375923e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.129118e-24 9.732589e-23 2.675166e-04) (-2.884930e-25 3.466897e-24 -1.329127e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
66           	((2.882229e-04 -1.259716e-03 1.991806e-22) (1.237882e-05 7.440550e-07 1.401432e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.171828e-24 9.781612e-23 2.590578e-04) (-2.938323e-25 3.531188e-24 -1.361290e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
67           	((2.887849e-04 -1.243195e-03 2.004520e-22) (1.245766e-05 7.534366e-07 1.412362e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.210645e-24 9.825218e-23 2.528790e-04) (-2.963336e-25 3.576194e-24 -1.375903e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
68           	((2.890371e-04 -1.229601e-03 2.012975e-22) (1.252371e-05 7.575001e-07 1.416262e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.241529e-24 9.859057e-23 2.479963e-04) (-2.973553e-25 3.575308e-24 -1.365353e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
69           	((2.889412e-04 -1.216806e-03 2.017488e-22) (1.258860e-05 7.701990e-07 1.414554e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.263288e-24 9.882153e-23 2.435641e-04) (-2.971932e-25 3.572966e-24 -1.400887e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
70           	((2.888114e-04 -1.202810e-03 2.017543e-22) (1.265340e-05 7.816757e-07 1.420009e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.273652e-24 9.892074e-23 2.387527e-04) (-2.979018e-25 3.594430e-24 -1.432252e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
71           	((2.889121e-04 -1.186474e-03 2.012137e-22) (1.270386e-05 7.825300e-07 1.411607e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.270230e-24 9.886021e-23 2.330739e-04) (-2.966474e-25 3.569163e-24 -1.413014e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
72           	((2.891695e-04 -1.167749e-03 2.001162e-22) (1.274688e-05 7.913403e-07 1.410913e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.252657e-24 9.863590e-23 2.265172e-04) (-2.961538e-25 3.561464e-24 -1.436394e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
73           	((2.895417e-04 -1.147135e-03 1.985092e-22) (1.278391e-05 8.011569e-07 1.399394e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.221891e-24 9.825939e-23 2.192730e-04) (-2.939420e-25 3.533958e-24 -1.468940e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
74           	((2.901619e-04 -1.125337e-03 1.963568e-22) (1.282333e-05 7.974626e-07 1.401707e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.177583e-24 9.772550e-23 2.116147e-04) (-2.948417e-25 3.526258e-24 -1.436237e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
75           	((2.906826e-04 -1.102812e-03 1.937005e-22) (1.284279e-05 8.043874e-07 1.393404e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.120628e-24 9.704492e-23 2.037228e-04) (-2.926410e-25 3.514914e-24 -1.460750e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
76           	((2.910845e-04 -1.080403e-03 1.905263e-22) (1.285615e-05 8.104105e-07 1.398875e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.050645e-24 9.621329e-23 1.959498e-04) (-2.934250e-25 3.528185e-24 -1.483576e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
77           	((2.915388e-04 -1.058506e-03 1.867907e-22) (1.287440e-05 8.021791e-07 1.393146e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.966825e-24 9.522063e-23 1.884524e-04) (-2.923722e-25 3.516009e-24 -1.437352e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
78           	((2.917002e-04 -1.037358e-03 1.824593e-22) (1.288241e-05 8.055924e-07 1.393482e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.868323e-24 9.405712e-23 1.813130e-04) (-2.922996e-25 3.512135e-24 -1.452513e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
79           	((2.916825e-04 -1.016957e-03 1.775397e-22) (1.288344e-05 8.088687e-07 1.382525e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.755170e-24 9.272344e-23 1.745206e-04) (-2.899272e-25 3.482451e-24 -1.470592e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
80           	((2.916649e-04 -9.973032e-04 1.718810e-22) (1.288750e-05 8.007881e-07 1.386838e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.623915e-24 9.117887e-23 1.680649e-04) (-2.907074e-25 3.493484e-24 -1.433592e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
81           	((2.914792e-04 -9.782683e-04 1.654168e-22) (1.288499e-05 7.978492e-07 1.380316e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.472933e-24 8.940449e-23 1.618748e-04) (-2.893795e-25 3.475230e-24 -1.425008e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
82           	((2.911417e-04 -9.600109e-04 1.581657e-22) (1.287563e-05 7.970232e-07 1.379647e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.302602e-24 8.740483e-23 1.559936e-04) (-2.892162e-25 3.472257e-24 -1.430062e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
83           	((2.908162e-04 -9.426677e-04 1.500974e-22) (1.286839e-05 7.873883e-07 1.375622e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.112136e-24 8.517086e-23 1.504643e-04) (-2.884321e-25 3.463011e-24 -1.393137e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
84           	((2.903201e-04 -9.265966e-04 1.412961e-22) (1.285477e-05 7.822974e-07 1.374377e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.903318e-24 8.272393e-23 1.454080e-04) (-2.881391e-25 3.458185e-24 -1.381613e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
85           	((2.896842e-04 -9.119817e-04 1.317664e-22) (1.283770e-05 7.771836e-07 1.369116e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.676215e-24 8.006492e-23 1.408893e-04) (-2.871797e-25 3.445537e-24 -1.372196e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
86           	((2.889979e-04 -8.988580e-04 1.216293e-22) (1.282170e-05 7.644695e-07 1.365049e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.433330e-24 7.722395e-23 1.369115e-04) (-2.864960e-25 3.438449e-24 -1.326160e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
