# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
87           	((1.620802e-06 -4.283831e-05 3.293610e-24) (1.627990e-06 5.086856e-08 9.942428e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325089e-25 1.434628e-24 1.476264e-05) (-2.084969e-26 2.485250e-25 1.025939e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
88           	((1.629866e-06 -4.267997e-05 3.295984e-24) (1.621575e-06 5.042602e-08 1.000251e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.324909e-25 1.434579e-24 1.469609e-05) (-2.097373e-26 2.500184e-25 1.026857e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
89           	((1.638894e-06 -4.252656e-05 3.300109e-24) (1.615260e-06 5.000260e-08 1.006848e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325149e-25 1.435020e-24 1.463146e-05) (-2.110866e-26 2.516439e-25 1.027255e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
90           	((1.647585e-06 -4.237781e-05 3.304549e-24) (1.609055e-06 4.959376e-08 1.014970e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325492e-25 1.435577e-24 1.456877e-05) (-2.127895e-26 2.536849e-25 1.027234e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
91           	((1.655936e-06 -4.223286e-05 3.308870e-24) (1.602981e-06 4.920380e-08 1.023473e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325835e-25 1.436127e-24 1.450772e-05) (-2.145474e-26 2.557986e-25 1.026789e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
92           	((1.664004e-06 -4.209144e-05 3.313521e-24) (1.597061e-06 4.883677e-08 1.032876e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.326277e-25 1.436789e-24 1.444817e-05) (-2.165225e-26 2.581721e-25 1.025807e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
93           	((1.671803e-06 -4.195438e-05 3.319438e-24) (1.591218e-06 4.848426e-08 1.039830e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327014e-25 1.437797e-24 1.439044e-05) (-2.179646e-26 2.599101e-25 1.024428e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
94           	((1.679531e-06 -4.181824e-05 3.323516e-24) (1.585526e-06 4.814682e-08 1.045036e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327373e-25 1.438350e-24 1.433323e-05) (-2.190516e-26 2.612193e-25 1.022763e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
95           	((1.687234e-06 -4.168386e-05 3.326492e-24) (1.579998e-06 4.782970e-08 1.048360e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327524e-25 1.438648e-24 1.427680e-05) (-2.197563e-26 2.620662e-25 1.020762e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
96           	((1.694755e-06 -4.155348e-05 3.330063e-24) (1.574561e-06 4.753021e-08 1.050223e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327841e-25 1.439134e-24 1.422202e-05) (-2.201477e-26 2.625501e-25 1.018307e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
97           	((1.702110e-06 -4.142543e-05 3.333234e-24) (1.569228e-06 4.724126e-08 1.051695e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328093e-25 1.439538e-24 1.416830e-05) (-2.204670e-26 2.629456e-25 1.015660e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
98           	((1.709330e-06 -4.129939e-05 3.335971e-24) (1.564012e-06 4.696630e-08 1.051772e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328266e-25 1.439844e-24 1.411551e-05) (-2.204985e-26 2.629936e-25 1.012767e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
99           	((1.716431e-06 -4.117529e-05 3.337983e-24) (1.558929e-06 4.670485e-08 1.051834e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328306e-25 1.439987e-24 1.406363e-05) (-2.205382e-26 2.630479e-25 1.009670e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
100          	((1.723322e-06 -4.105443e-05 3.340496e-24) (1.553957e-06 4.645633e-08 1.052139e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328479e-25 1.440281e-24 1.401315e-05) (-2.206157e-26 2.631540e-25 1.006388e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
101          	((1.730606e-06 -4.093296e-05 3.342118e-24) (1.549084e-06 4.621865e-08 1.052779e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328484e-25 1.440369e-24 1.396245e-05) (-2.207798e-26 2.633674e-25 1.002889e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
102          	((1.737171e-06 -4.081622e-05 3.344179e-24) (1.544329e-06 4.599164e-08 1.053212e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328593e-25 1.440579e-24 1.391391e-05) (-2.208882e-26 2.635139e-25 9.993104e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
103          	((1.743316e-06 -4.070235e-05 3.346369e-24) (1.539696e-06 4.577477e-08 1.054259e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328741e-25 1.440834e-24 1.386674e-05) (-2.211274e-26 2.638163e-25 9.956481e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
104          	((1.749255e-06 -4.059060e-05 3.348513e-24) (1.535188e-06 4.556817e-08 1.055959e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328894e-25 1.441091e-24 1.382057e-05) (-2.214908e-26 2.642696e-25 9.919254e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
105          	((1.755136e-06 -4.047999e-05 3.350420e-24) (1.530816e-06 4.537137e-08 1.059088e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329009e-25 1.441299e-24 1.377499e-05) (-2.221557e-26 2.650834e-25 9.881724e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
106          	((1.760954e-06 -4.037106e-05 3.352144e-24) (1.526589e-06 4.518704e-08 1.063539e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329095e-25 1.441469e-24 1.373021e-05) (-2.230790e-26 2.662102e-25 9.843413e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
107          	((1.766635e-06 -4.026443e-05 3.354008e-24) (1.522479e-06 4.501229e-08 1.068460e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329226e-25 1.441690e-24 1.368647e-05) (-2.240942e-26 2.674474e-25 9.804805e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
108          	((1.772126e-06 -4.015997e-05 3.355726e-24) (1.518462e-06 4.484343e-08 1.072849e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329334e-25 1.441882e-24 1.364374e-05) (-2.249922e-26 2.685438e-25 9.766232e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
109          	((1.777417e-06 -4.005747e-05 3.357198e-24) (1.514540e-06 4.467866e-08 1.077244e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329391e-25 1.442013e-24 1.360195e-05) (-2.258955e-26 2.696443e-25 9.728512e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
110          	((1.782514e-06 -3.995654e-05 3.358364e-24) (1.510720e-06 4.451790e-08 1.080132e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329376e-25 1.442058e-24 1.356098e-05) (-2.264867e-26 2.703681e-25 9.691688e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
111          	((1.787378e-06 -3.985803e-05 3.359289e-24) (1.507006e-06 4.436108e-08 1.082363e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329310e-25 1.442043e-24 1.352114e-05) (-2.269475e-26 2.709321e-25 9.656143e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
112          	((1.792003e-06 -3.976185e-05 3.360056e-24) (1.503391e-06 4.420788e-08 1.083471e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329208e-25 1.441985e-24 1.348238e-05) (-2.271697e-26 2.712086e-25 9.621554e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
113          	((1.796409e-06 -3.966800e-05 3.360704e-24) (1.499871e-06 4.405776e-08 1.084618e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.329079e-25 1.441895e-24 1.344472e-05) (-2.274024e-26 2.714941e-25 9.588320e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
114          	((1.800573e-06 -3.957671e-05 3.361362e-24) (1.496446e-06 4.391070e-08 1.086049e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328949e-25 1.441805e-24 1.340823e-05) (-2.276917e-26 2.718475e-25 9.556241e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
115          	((1.804553e-06 -3.948704e-05 3.361917e-24) (1.493119e-06 4.376542e-08 1.087605e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328784e-25 1.441676e-24 1.337254e-05) (-2.280123e-26 2.722368e-25 9.525990e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
116          	((1.808294e-06 -3.939966e-05 3.362577e-24) (1.489894e-06 4.362292e-08 1.089243e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328631e-25 1.441564e-24 1.333793e-05) (-2.283430e-26 2.726392e-25 9.497321e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
117          	((1.811853e-06 -3.931418e-05 3.363148e-24) (1.486773e-06 4.348230e-08 1.090932e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328448e-25 1.441419e-24 1.330422e-05) (-2.286844e-26 2.730542e-25 9.470723e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
118          	((1.815109e-06 -3.923201e-05 3.363747e-24) (1.483757e-06 4.334374e-08 1.092927e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328271e-25 1.441281e-24 1.327197e-05) (-2.290886e-26 2.735438e-25 9.446036e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
119          	((1.818125e-06 -3.915247e-05 3.364157e-24) (1.480830e-06 4.320582e-08 1.094997e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.328053e-25 1.441094e-24 1.324089e-05) (-2.295107e-26 2.740545e-25 9.423443e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
120          	((1.820888e-06 -3.907555e-05 3.364380e-24) (1.477995e-06 4.306830e-08 1.096818e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327794e-25 1.440858e-24 1.321099e-05) (-2.298787e-26 2.744999e-25 9.402919e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
121          	((1.823420e-06 -3.900117e-05 3.364128e-24) (1.475251e-06 4.293111e-08 1.098411e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327434e-25 1.440502e-24 1.318222e-05) (-2.302024e-26 2.748911e-25 9.384698e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
122          	((1.825692e-06 -3.892985e-05 3.363509e-24) (1.472603e-06 4.279500e-08 1.100058e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.327004e-25 1.440059e-24 1.315476e-05) (-2.305369e-26 2.752949e-25 9.368507e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
123          	((1.827742e-06 -3.886143e-05 3.362366e-24) (1.470045e-06 4.265916e-08 1.101435e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.326468e-25 1.439488e-24 1.312856e-05) (-2.308202e-26 2.756357e-25 9.354581e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
124          	((1.829520e-06 -3.879610e-05 3.360967e-24) (1.467580e-06 4.252411e-08 1.102774e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325881e-25 1.438856e-24 1.310367e-05) (-2.310927e-26 2.759640e-25 9.342764e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
125          	((1.831052e-06 -3.873385e-05 3.359213e-24) (1.465210e-06 4.238965e-08 1.103969e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325222e-25 1.438136e-24 1.308011e-05) (-2.313364e-26 2.762572e-25 9.333218e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
126          	((1.832307e-06 -3.867487e-05 3.357292e-24) (1.462936e-06 4.225641e-08 1.105202e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.324531e-25 1.437378e-24 1.305792e-05) (-2.315852e-26 2.765569e-25 9.325735e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
127          	((1.833316e-06 -3.861906e-05 3.355069e-24) (1.460757e-06 4.212398e-08 1.106317e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.323779e-25 1.436546e-24 1.303706e-05) (-2.318111e-26 2.768286e-25 9.320447e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
128          	((1.834070e-06 -3.856653e-05 3.352631e-24) (1.458670e-06 4.199282e-08 1.107488e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.322988e-25 1.435666e-24 1.301757e-05) (-2.320474e-26 2.771130e-25 9.317082e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
129          	((1.834625e-06 -3.851679e-05 3.350039e-24) (1.456683e-06 4.186254e-08 1.108332e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.322161e-25 1.434742e-24 1.299924e-05) (-2.322172e-26 2.773171e-25 9.315935e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
130          	((1.834929e-06 -3.847037e-05 3.347314e-24) (1.454797e-06 4.173437e-08 1.108801e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.321311e-25 1.433790e-24 1.298227e-05) (-2.323089e-26 2.774272e-25 9.316662e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
131          	((1.835028e-06 -3.842712e-05 3.344444e-24) (1.453006e-06 4.160775e-08 1.109360e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.320433e-25 1.432804e-24 1.296659e-05) (-2.324193e-26 2.775598e-25 9.319318e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
132          	((1.834883e-06 -3.838722e-05 3.341426e-24) (1.451310e-06 4.148275e-08 1.110136e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.319532e-25 1.431788e-24 1.295227e-05) (-2.325732e-26 2.777450e-25 9.323796e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
133          	((1.834547e-06 -3.835049e-05 3.338275e-24) (1.449702e-06 4.135911e-08 1.110797e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.318607e-25 1.430743e-24 1.293922e-05) (-2.327047e-26 2.779028e-25 9.330046e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
134          	((1.833984e-06 -3.831708e-05 3.335059e-24) (1.448181e-06 4.123691e-08 1.111331e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.317677e-25 1.429690e-24 1.292750e-05) (-2.328089e-26 2.780281e-25 9.337955e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
135          	((1.833253e-06 -3.828659e-05 3.331767e-24) (1.446744e-06 4.111630e-08 1.111612e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.316735e-25 1.428620e-24 1.291693e-05) (-2.328622e-26 2.780919e-25 9.347444e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
136          	((1.832304e-06 -3.825918e-05 3.328458e-24) (1.445394e-06 4.099767e-08 1.112057e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.315800e-25 1.427557e-24 1.290758e-05) (-2.329481e-26 2.781953e-25 9.358409e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
137          	((1.831200e-06 -3.823455e-05 3.325115e-24) (1.444130e-06 4.088073e-08 1.112399e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.314865e-25 1.426492e-24 1.289931e-05) (-2.330133e-26 2.782737e-25 9.370989e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
138          	((1.829911e-06 -3.821294e-05 3.321773e-24) (1.442955e-06 4.076571e-08 1.112710e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.313939e-25 1.425436e-24 1.289222e-05) (-2.330721e-26 2.783444e-25 9.385162e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
139          	((1.828508e-06 -3.819405e-05 3.318437e-24) (1.441864e-06 4.065310e-08 1.112935e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.313022e-25 1.424389e-24 1.288617e-05) (-2.331135e-26 2.783942e-25 9.400683e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
140          	((1.826947e-06 -3.817807e-05 3.315153e-24) (1.440858e-06 4.054335e-08 1.113142e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.312126e-25 1.423365e-24 1.288125e-05) (-2.331503e-26 2.784388e-25 9.417311e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
141          	((1.825295e-06 -3.816465e-05 3.311967e-24) (1.439932e-06 4.043668e-08 1.113329e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.311259e-25 1.422373e-24 1.287729e-05) (-2.331838e-26 2.784793e-25 9.434904e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
142          	((1.823505e-06 -3.815398e-05 3.308902e-24) (1.439084e-06 4.033336e-08 1.113502e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.310427e-25 1.421421e-24 1.287438e-05) (-2.332126e-26 2.785146e-25 9.453286e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
143          	((1.821644e-06 -3.814567e-05 3.305953e-24) (1.438313e-06 4.023351e-08 1.113644e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.309631e-25 1.420509e-24 1.287235e-05) (-2.332376e-26 2.785449e-25 9.472357e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
144          	((1.819667e-06 -3.813994e-05 3.303144e-24) (1.437613e-06 4.013736e-08 1.113794e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.308877e-25 1.419644e-24 1.287128e-05) (-2.332621e-26 2.785752e-25 9.491907e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
145          	((1.817650e-06 -3.813632e-05 3.300457e-24) (1.436981e-06 4.004495e-08 1.113998e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.308161e-25 1.418822e-24 1.287098e-05) (-2.332994e-26 2.786207e-25 9.511836e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
146          	((1.815540e-06 -3.813503e-05 3.297938e-24) (1.436414e-06 3.995650e-08 1.114179e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.307493e-25 1.418055e-24 1.287154e-05) (-2.333314e-26 2.786600e-25 9.531965e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
147          	((1.813428e-06 -3.813553e-05 3.295578e-24) (1.435909e-06 3.987203e-08 1.114328e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.306872e-25 1.417341e-24 1.287273e-05) (-2.333572e-26 2.786919e-25 9.552203e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
148          	((1.811249e-06 -3.813807e-05 3.293418e-24) (1.435462e-06 3.979176e-08 1.114520e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.306307e-25 1.416690e-24 1.287467e-05) (-2.333927e-26 2.787353e-25 9.572400e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
149          	((1.809063e-06 -3.814223e-05 3.291450e-24) (1.435071e-06 3.971572e-08 1.114640e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.305796e-25 1.416101e-24 1.287716e-05) (-2.334123e-26 2.787600e-25 9.592472e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
150          	((1.806856e-06 -3.814802e-05 3.289693e-24) (1.434733e-06 3.964407e-08 1.114827e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.305341e-25 1.415576e-24 1.288023e-05) (-2.334482e-26 2.788038e-25 9.612284e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
151          	((1.804680e-06 -3.815507e-05 3.288142e-24) (1.434444e-06 3.957678e-08 1.114925e-24) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.304944e-25 1.415117e-24 1.288371e-05) (-2.334632e-26 2.788233e-25 9.631760e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
