1.000000000000000000e+00,0.000000000000000000e+00
9.939304106253921134e-01,1.291687016376760538e-03
9.874331190970517813e-01,2.661743523753016052e-03
9.803614773885269695e-01,4.138173391148361295e-03
9.726647138624302524e-01,5.727825759894136955e-03
9.642875687498264625e-01,7.437731913216221770e-03
9.551698974065823133e-01,9.275056398075446143e-03
9.452462384982101007e-01,1.124701553058159338e-02
9.344453440129437682e-01,1.336078686029966087e-02
9.226896677287224069e-01,1.562340087817963054e-02
9.098948084614715270e-01,1.804159912952068082e-02
8.959689040974254670e-01,2.062164751819184697e-02
8.808119720588734047e-01,2.336911509159268763e-02
8.643151914681340697e-01,2.628858146442965629e-02
8.463601218559733130e-01,2.938327021880518530e-02
8.268178528050948994e-01,3.265457991742069799e-02
8.055480784234757552e-01,3.610147269076131177e-02
7.823980900026253904e-01,3.971967233061354102e-02
7.572016796284447571e-01,4.350059816145765423e-02
7.297779468730400954e-01,4.742992652090066708e-02
6.999300000000001631e-01,5.148561416336685376e-02
6.780567883604089463e-01,5.431012801155051667e-02
6.563924654096577882e-01,5.698299008990467124e-02
6.349350362653745083e-01,5.950608986405991896e-02
6.136825250962694156e-01,6.188088087993898201e-02
5.926329749401980651e-01,6.410840596175679251e-02
5.717844475239615143e-01,6.618931909559853943e-02
5.511350230848268694e-01,6.812390388140865394e-02
5.306828001937532457e-01,6.991208865780307313e-02
5.104258955803051556e-01,7.155345759982516263e-02
4.903624439592380591e-01,7.304725963538313827e-02
4.704905978587404780e-01,7.439240818277420564e-02
4.508085274503160766e-01,7.558749042619167247e-02
4.313144203802901089e-01,7.663074391820762221e-02
4.120064816029256338e-01,7.752002611598174386e-02
3.928829332151329012e-01,7.824713237396785370e-02
3.739420142927574187e-01,7.877450235303443127e-02
3.551819807284314900e-01,7.909277426241517750e-02
3.366011050709744046e-01,7.920094857364183560e-02
3.181976763663260654e-01,7.909578340938117069e-02
2.999700000000000699e-01,7.877401742559847486e-02
2.865242298312737912e-01,7.839168350115549577e-02
2.736329963000753707e-01,7.790470340892372003e-02
2.612734289513469754e-01,7.732280529963821147e-02
2.494236005638574005e-01,7.665502359250471465e-02
2.380624882489186245e-01,7.590973557872869593e-02
2.271699361534870731e-01,7.509465171263493555e-02
2.167266197014808549e-01,7.421697350953780636e-02
2.067140113098730192e-01,7.328325083607925561e-02
1.971143475187373539e-01,7.229964497372422250e-02
1.879105974769319787e-01,7.127172359177397221e-02
1.790864327275109857e-01,7.020473758695913724e-02
1.706261982392599241e-01,6.910339088807941621e-02
1.625148846329620422e-01,6.797198235705055602e-02
1.547381015531216208e-01,6.681462862748395459e-02
1.472820521379029912e-01,6.563496934657711557e-02
1.401335085419920246e-01,6.443658434402221857e-02
1.332797884689550239e-01,6.322241296497702057e-02
1.267087326714608775e-01,6.199470543315821480e-02
1.204086833794494327e-01,6.075587623363284256e-02
1.143684636179752162e-01,5.950851526882700721e-02
1.085773573780341589e-01,5.825532369976586800e-02
1.030250906051942694e-01,5.699899844901905321e-02
9.770181297230184914e-02,5.574172889534391440e-02
9.259808040392623896e-02,5.448289486423671391e-02
8.770483832153938564e-02,5.322145727910889551e-02
8.301340557970542100e-02,5.195714931639930367e-02
7.851545906478135661e-02,5.069067884025162118e-02
7.420301892880518113e-02,4.942618815445198183e-02
7.006843443237477376e-02,4.816886217065115966e-02
6.610437037140130812e-02,4.692311560361430572e-02
6.230379406365673528e-02,4.569267286314720317e-02
5.865996287202804998e-02,4.447900320747511654e-02
5.516641224234326846e-02,4.327300597626003442e-02
5.181694423454686477e-02,4.206391431396398067e-02
4.860561652687775402e-02,4.084388448829787827e-02
4.552673187354201734e-02,3.960749297056603141e-02
4.257482799717716981e-02,3.835129480617268521e-02
3.974466789817600321e-02,3.707454116834252300e-02
3.703123056367782495e-02,3.578886935824551058e-02
3.442970205974368869e-02,3.451061615642216085e-02
3.193546699091227847e-02,3.325294350871217663e-02
2.954410031198469178e-02,3.202622126524674179e-02
2.725135947751137003e-02,3.083846187491900634e-02
2.505317691505349470e-02,2.969569497761995192e-02
2.294565280886559644e-02,2.860228972192435312e-02
2.092504818119686819e-02,2.756009807832789441e-02
1.898777825893659121e-02,2.654487028738664739e-02
1.713040611383546269e-02,2.551363516445645171e-02
1.534963656501980682e-02,2.443268537675695809e-02
1.364231033298112655e-02,2.327711432064962643e-02
1.200539843466948489e-02,2.202930444737477914e-02
1.043599680974703972e-02,2.067763602014206781e-02
8.931321168468092653e-03,1.921538669117888593e-02
7.488702052045236035e-03,1.763979608611352876e-02
6.105580096738160226e-03,1.595127290777111073e-02
4.779501493263086861e-03,1.415272498024197113e-02
3.508113633467317867e-03,1.224899519804172401e-02
2.289160936545645876e-03,1.021433739943339997e-02
1.120480847393860030e-03,7.709028271578964760e-03
0.000000000000000000e+00,0.000000000000000000e+00
1.120480847393860030e-03,-4.464611836347176684e-03
2.289160936545645876e-03,-6.801488909757546705e-03
3.508113633467317867e-03,-8.622508283686863145e-03
4.779501493263086861e-03,-1.017755387523445847e-02
6.105580096738160226e-03,-1.159178264359253530e-02
7.488702052045236035e-03,-1.294432123812326411e-02
8.931321168468092653e-03,-1.423218365873809253e-02
1.043599680974703972e-02,-1.545143545236570340e-02
1.200539843466948489e-02,-1.659917062725627113e-02
1.364231033298112655e-02,-1.767383609964949878e-02
1.534963656501980682e-02,-1.867561828446464428e-02
1.713040611383546269e-02,-1.960690191145719741e-02
1.898777825893659121e-02,-2.047281266040361369e-02
2.092504818119686819e-02,-2.128185693837757880e-02
2.294565280886559644e-02,-2.204667409955898480e-02
2.505317691505349470e-02,-2.278491866797627274e-02
2.725135947751137003e-02,-2.352022203441938436e-02
2.954410031198469178e-02,-2.427203352955474916e-02
3.193546699091227847e-02,-2.504033416153812405e-02
3.442970205974368869e-02,-2.582182587136326243e-02
3.703123056367782495e-02,-2.661236445134493311e-02
3.974466789817600321e-02,-2.740681383179967984e-02
4.257482799717716981e-02,-2.819887810603677672e-02
4.552673187354201734e-02,-2.898090807030954952e-02
4.860561652687775402e-02,-2.974373273915467339e-02
5.181694423454686477e-02,-3.048061499109460531e-02
5.516641224234326846e-02,-3.119139003922720768e-02
5.865996287202804998e-02,-3.187755573488657013e-02
6.230379406365673528e-02,-3.254194187502171265e-02
6.610437037140130812e-02,-3.318901857947011841e-02
7.006843443237477376e-02,-3.382508663203435267e-02
7.420301892880518113e-02,-3.445324183097051018e-02
7.851545906478135661e-02,-3.507107249865846349e-02
8.301340557970542100e-02,-3.567560940009142922e-02
8.770483832153938564e-02,-3.626363560570696615e-02
9.259808040392623896e-02,-3.683188340221424384e-02
9.770181297230184914e-02,-3.737860126817243306e-02
1.030250906051942694e-01,-3.790316746024546130e-02
1.085773573780341589e-01,-3.840555103860383152e-02
1.143684636179752162e-01,-3.888602713091614954e-02
1.204086833794494327e-01,-3.934317093194540649e-02
1.267087326714608775e-01,-3.977500643991761092e-02
1.332797884689550239e-01,-4.017976092829276397e-02
1.401335085419920246e-01,-4.055570084639175538e-02
1.472820521379029912e-01,-4.090120430712859689e-02
1.547381015531216208e-01,-4.121495975761028246e-02
1.625148846329620422e-01,-4.149526015915840776e-02
1.706261982392599241e-01,-4.174020797881439204e-02
1.790864327275109857e-01,-4.194806823305422677e-02
1.879105974769319787e-01,-4.211690829720585866e-02
1.971143475187373539e-01,-4.224500016578765227e-02
2.067140113098730192e-01,-4.233045964043015419e-02
2.167266197014808549e-01,-4.237149336394521043e-02
2.271699361534870731e-01,-4.236629947886665776e-02
2.380624882489186245e-01,-4.231318802745975133e-02
2.494236005638574005e-01,-4.221050701971768709e-02
2.612734289513469754e-01,-4.205677988765648551e-02
2.736329963000753707e-01,-4.185062127466742526e-02
2.865242298312737912e-01,-4.159088885740758190e-02
2.999700000000000699e-01,-4.127664454071170580e-02
3.181976763663260654e-01,-4.078904032292599013e-02
3.366011050709744046e-01,-4.023550181656537078e-02
3.551819807284314900e-01,-3.962521844780118180e-02
3.739420142927574187e-01,-3.896633448929431170e-02
3.928829332151329012e-01,-3.826788066443642666e-02
4.120064816029256338e-01,-3.752979598202843547e-02
4.313144203802901089e-01,-3.672127442552657745e-02
4.508085274503160766e-01,-3.584166823551820924e-02
4.704905978587404780e-01,-3.489585137220816563e-02
4.903624439592380591e-01,-3.388845574117981679e-02
5.104258955803051556e-01,-3.282382364547681286e-02
5.306828001937532457e-01,-3.170601310674364681e-02
5.511350230848268694e-01,-3.053880362760378470e-02
5.717844475239615143e-01,-2.932569222973238979e-02
5.926329749401980651e-01,-2.806988824943106031e-02
6.136825250962694156e-01,-2.677430423062172882e-02
6.349350362653745083e-01,-2.544154404412368037e-02
6.563924654096577882e-01,-2.407388826228558029e-02
6.780567883604089463e-01,-2.267327697451853794e-02
6.999300000000001631e-01,-2.124129016737159523e-02
7.297779468730400954e-01,-1.926145361381955551e-02
7.572016796284447571e-01,-1.741864438047290714e-02
7.823980900026253904e-01,-1.570663712788571836e-02
8.055480784234757552e-01,-1.411796138622017048e-02
8.268178528050948994e-01,-1.264472291868222811e-02
8.463601218559733130e-01,-1.127907061247519077e-02
8.643151914681340697e-01,-1.001345016249914621e-02
8.808119720588734047e-01,-8.840728189981876539e-03
8.959689040974254670e-01,-7.754240306267584128e-03
9.098948084614715270e-01,-6.747794521842844645e-03
9.226896677287224069e-01,-5.815650288054900578e-03
9.344453440129437682e-01,-4.952493405536923139e-03
9.452462384982101007e-01,-4.153398841144953155e-03
9.551698974065823133e-01,-3.413799710418290948e-03
9.642875687498264625e-01,-2.729457766955268629e-03
9.726647138624302524e-01,-2.096428899465914951e-03
9.803614773885269695e-01,-1.511041738188218528e-03
9.874331190970517813e-01,-9.698834669197528048e-04
9.939304106253921134e-01,-4.697767562905498084e-04
1.000000000000000000e+00,0.000000000000000000e+00
