# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
170          	((1.104655e-03 -1.032451e-03 -6.970446e-24) (2.158475e-05 2.234565e-06 4.703153e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.720216e-23 1.638431e-22 -3.618741e-04) (-9.966049e-25 1.193467e-23 -6.310849e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
171          	((1.104806e-03 -9.918945e-04 -2.626255e-23) (2.148045e-05 2.212889e-06 4.644528e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.669647e-23 1.580216e-22 -3.753648e-04) (-9.835176e-25 1.178362e-23 -6.245635e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
172          	((1.107846e-03 -9.293936e-04 -4.560571e-23) (2.138990e-05 2.185656e-06 4.614071e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.617883e-23 1.520835e-22 -3.980305e-04) (-9.744188e-25 1.181864e-23 -6.154587e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
173          	((1.107062e-03 -9.055689e-04 -5.941106e-23) (2.135092e-05 2.162069e-06 4.600518e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.580147e-23 1.477699e-22 -4.055193e-04) (-9.753579e-25 1.169153e-23 -6.072492e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
174          	((1.105723e-03 -8.892523e-04 -7.018225e-23) (2.128063e-05 2.159279e-06 4.591629e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.549554e-23 1.442944e-22 -4.104272e-04) (-9.720184e-25 1.168095e-23 -6.095121e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
175          	((1.104229e-03 -8.801819e-04 -7.774044e-23) (2.123933e-05 2.137021e-06 4.581175e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.526568e-23 1.417106e-22 -4.127555e-04) (-9.703167e-25 1.165511e-23 -6.014772e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
176          	((1.103404e-03 -8.671837e-04 -8.124383e-23) (2.120384e-05 2.117093e-06 4.565612e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.511862e-23 1.401263e-22 -4.167788e-04) (-9.669569e-25 1.161310e-23 -5.939890e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
177          	((1.101625e-03 -8.633528e-04 -8.174024e-23) (2.113675e-05 2.114500e-06 4.546940e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.504310e-23 1.393799e-22 -4.174982e-04) (-9.619944e-25 1.157497e-23 -5.953374e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
178          	((1.096925e-03 -8.926273e-04 -7.807670e-23) (2.112597e-05 2.094802e-06 4.584168e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.508465e-23 1.399653e-22 -4.052667e-04) (-9.697344e-25 1.166417e-23 -5.871673e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
179          	((1.093033e-03 -9.186363e-04 -7.275467e-23) (2.113034e-05 2.079372e-06 4.565812e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.516631e-23 1.410191e-22 -3.945180e-04) (-9.669568e-25 1.159635e-23 -5.803458e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
180          	((1.086689e-03 -9.701621e-04 -6.423001e-23) (2.111819e-05 2.081928e-06 4.607562e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.534660e-23 1.431795e-22 -3.740585e-04) (-9.737800e-25 1.171688e-23 -5.823245e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
181          	((1.086123e-03 -9.722919e-04 -5.876793e-23) (2.107520e-05 2.071971e-06 4.561382e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.543668e-23 1.443209e-22 -3.736044e-04) (-9.653363e-25 1.159427e-23 -5.782349e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
182          	((1.083098e-03 -1.010024e-03 -4.746381e-23) (2.109920e-05 2.064201e-06 4.628288e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.568855e-23 1.473078e-22 -3.595007e-04) (-9.792984e-25 1.173792e-23 -5.743521e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
183          	((1.078066e-03 -1.071006e-03 -3.407766e-23) (2.109389e-05 2.079055e-06 4.661370e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.601434e-23 1.511076e-22 -3.366029e-04) (-9.842139e-25 1.184915e-23 -5.818987e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
184          	((1.073957e-03 -1.118131e-03 -2.096084e-23) (2.109535e-05 2.071579e-06 4.641691e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.632185e-23 1.547190e-22 -3.188577e-04) (-9.815342e-25 1.176198e-23 -5.772934e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
185          	((1.070749e-03 -1.161122e-03 -6.779245e-24) (2.111547e-05 2.064721e-06 4.662751e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.665620e-23 1.586416e-22 -3.028243e-04) (-9.852535e-25 1.183565e-23 -5.726327e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
186          	((1.067832e-03 -1.201499e-03 8.465122e-24) (2.110336e-05 2.087359e-06 4.682582e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.702059e-23 1.629056e-22 -2.879765e-04) (-9.875412e-25 1.188385e-23 -5.832245e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
187          	((1.065251e-03 -1.240925e-03 2.382992e-23) (2.111157e-05 2.083588e-06 4.703943e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.739486e-23 1.672702e-22 -2.736148e-04) (-9.920811e-25 1.193524e-23 -5.801199e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
188          	((1.063369e-03 -1.278078e-03 3.935370e-23) (2.114911e-05 2.074938e-06 4.721847e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.777707e-23 1.717187e-22 -2.601706e-04) (-9.967831e-25 1.197525e-23 -5.739497e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
189          	((1.061708e-03 -1.310806e-03 5.447765e-23) (2.113653e-05 2.098756e-06 4.740492e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.815346e-23 1.760911e-22 -2.484959e-04) (-9.985644e-25 1.202100e-23 -5.847346e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
190          	((1.060259e-03 -1.340232e-03 6.863998e-23) (2.114290e-05 2.103404e-06 4.744845e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.851161e-23 1.802398e-22 -2.380889e-04) (-1.000958e-24 1.199294e-23 -5.856369e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
191          	((1.060147e-03 -1.353746e-03 8.269930e-23) (2.117742e-05 2.100261e-06 4.766114e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.884747e-23 1.841704e-22 -2.334761e-04) (-1.002493e-24 1.212219e-23 -5.819945e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
192          	((1.059823e-03 -1.374821e-03 9.316438e-23) (2.115179e-05 2.120251e-06 4.813268e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.914079e-23 1.875097e-22 -2.264481e-04) (-1.012912e-24 1.220312e-23 -5.912021e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
193          	((1.059105e-03 -1.393821e-03 1.027725e-22) (2.115802e-05 2.123081e-06 4.796956e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.940306e-23 1.905085e-22 -2.198498e-04) (-1.011930e-24 1.210699e-23 -5.911724e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
194          	((1.059492e-03 -1.399960e-03 1.117185e-22) (2.120677e-05 2.112118e-06 4.820065e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.963358e-23 1.931700e-22 -2.178725e-04) (-1.014463e-24 1.223339e-23 -5.838732e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
195          	((1.060560e-03 -1.394535e-03 1.164855e-22) (2.117460e-05 2.138528e-06 4.824588e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.977573e-23 1.947726e-22 -2.204210e-04) (-1.015163e-24 1.221269e-23 -5.964968e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
196          	((1.060750e-03 -1.399518e-03 1.185172e-22) (2.116999e-05 2.140212e-06 4.870137e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.987048e-23 1.957818e-22 -2.189190e-04) (-1.023561e-24 1.237329e-23 -5.965752e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
197          	((1.062096e-03 -1.389337e-03 1.200189e-22) (2.120346e-05 2.121194e-06 4.840139e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.993048e-23 1.964319e-22 -2.229186e-04) (-1.019846e-24 1.225726e-23 -5.860402e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
198          	((1.063809e-03 -1.367449e-03 1.170183e-22) (2.116919e-05 2.142839e-06 4.828931e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.988521e-23 1.958451e-22 -2.313544e-04) (-1.016890e-24 1.222064e-23 -5.969180e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
199          	((1.064927e-03 -1.356212e-03 1.118698e-22) (2.116124e-05 2.138196e-06 4.859819e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.980497e-23 1.948138e-22 -2.357613e-04) (-1.024055e-24 1.231802e-23 -5.947300e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
200          	((1.066718e-03 -1.332599e-03 1.029355e-22) (2.117173e-05 2.126142e-06 4.860236e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.962515e-23 1.926369e-22 -2.445248e-04) (-1.023374e-24 1.235360e-23 -5.885344e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
201          	((1.068492e-03 -1.301250e-03 9.308102e-23) (2.114086e-05 2.137702e-06 4.835632e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.941006e-23 1.900757e-22 -2.560884e-04) (-1.019397e-24 1.223958e-23 -5.951868e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
202          	((1.070213e-03 -1.275740e-03 8.291278e-23) (2.112558e-05 2.134289e-06 4.839012e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.919078e-23 1.874585e-22 -2.655333e-04) (-1.019790e-24 1.228417e-23 -5.946259e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
203          	((1.071945e-03 -1.243783e-03 6.975181e-23) (2.112864e-05 2.118259e-06 4.826593e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.889023e-23 1.839112e-22 -2.770569e-04) (-1.017695e-24 1.226575e-23 -5.871736e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
204          	((1.073618e-03 -1.209198e-03 5.645479e-23) (2.109836e-05 2.126534e-06 4.787895e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.857629e-23 1.802291e-22 -2.895438e-04) (-1.010037e-24 1.214689e-23 -5.929300e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
205          	((1.076785e-03 -1.152959e-03 4.109095e-23) (2.105784e-05 2.122515e-06 4.746928e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.819017e-23 1.757515e-22 -3.102479e-04) (-1.002361e-24 1.204673e-23 -5.927076e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
206          	((1.078092e-03 -1.129638e-03 2.690451e-23) (2.105574e-05 2.105230e-06 4.792736e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.786255e-23 1.718930e-22 -3.185656e-04) (-1.011101e-24 1.218856e-23 -5.857339e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
207          	((1.079033e-03 -1.097306e-03 1.044264e-23) (2.103282e-05 2.108270e-06 4.722583e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.746179e-23 1.672190e-22 -3.298977e-04) (-9.994439e-25 1.196747e-23 -5.890997e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
208          	((1.079789e-03 -1.069063e-03 -4.115231e-24) (2.100187e-05 2.103401e-06 4.732613e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.710076e-23 1.630224e-22 -3.397236e-04) (-9.995980e-25 1.204152e-23 -5.887279e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
209          	((1.080433e-03 -1.039798e-03 -1.604790e-23) (2.099222e-05 2.079994e-06 4.713633e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.678215e-23 1.593660e-22 -3.497276e-04) (-9.944629e-25 1.202522e-23 -5.785883e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
210          	((1.081901e-03 -1.005859e-03 -2.881096e-23) (2.095476e-05 2.081870e-06 4.653948e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.644645e-23 1.555037e-22 -3.619626e-04) (-9.864306e-25 1.178623e-23 -5.819560e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
211          	((1.082447e-03 -9.841122e-04 -3.975578e-23) (2.092884e-05 2.080695e-06 4.677361e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.615614e-23 1.521684e-22 -3.695426e-04) (-9.888720e-25 1.190863e-23 -5.834002e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
212          	((1.082204e-03 -9.770794e-04 -4.966616e-23) (2.092254e-05 2.058994e-06 4.688435e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.590380e-23 1.492489e-22 -3.716194e-04) (-9.911430e-25 1.194103e-23 -5.741318e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
213          	((1.080969e-03 -9.708759e-04 -5.550977e-23) (2.090033e-05 2.057267e-06 4.625625e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.572108e-23 1.472036e-22 -3.730708e-04) (-9.801319e-25 1.172988e-23 -5.749551e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
214          	((1.079529e-03 -9.761765e-04 -6.224061e-23) (2.088847e-05 2.058748e-06 4.662919e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.554465e-23 1.451726e-22 -3.704848e-04) (-9.866743e-25 1.186897e-23 -5.772036e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
215          	((1.078340e-03 -9.785524e-04 -6.435753e-23) (2.088905e-05 2.039716e-06 4.629870e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.545546e-23 1.442121e-22 -3.689399e-04) (-9.796043e-25 1.175451e-23 -5.684768e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
216          	((1.075854e-03 -9.985659e-04 -6.497580e-23) (2.086959e-05 2.040126e-06 4.629626e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.542211e-23 1.438618e-22 -3.610358e-04) (-9.814683e-25 1.173984e-23 -5.698857e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
217          	((1.074534e-03 -1.005343e-03 -6.368193e-23) (2.086456e-05 2.041271e-06 4.636040e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.541652e-23 1.438752e-22 -3.580649e-04) (-9.794967e-25 1.181404e-23 -5.709879e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
218          	((1.072902e-03 -1.024197e-03 -5.801983e-23) (2.087983e-05 2.030816e-06 4.610547e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.551926e-23 1.451477e-22 -3.508018e-04) (-9.761511e-25 1.168254e-23 -5.659396e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
219          	((1.071139e-03 -1.043467e-03 -5.179716e-23) (2.086312e-05 2.033240e-06 4.616437e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.564325e-23 1.466521e-22 -3.436265e-04) (-9.772874e-25 1.171151e-23 -5.675432e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
220          	((1.069305e-03 -1.069076e-03 -4.326577e-23) (2.086460e-05 2.040625e-06 4.644636e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.582735e-23 1.488491e-22 -3.341235e-04) (-9.811211e-25 1.182412e-23 -5.710607e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
221          	((1.067559e-03 -1.098266e-03 -3.303974e-23) (2.088706e-05 2.031868e-06 4.630723e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.605695e-23 1.515678e-22 -3.233373e-04) (-9.794455e-25 1.172855e-23 -5.659350e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
222          	((1.065228e-03 -1.132033e-03 -2.028477e-23) (2.088543e-05 2.042799e-06 4.652656e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.635241e-23 1.550456e-22 -3.110780e-04) (-9.837601e-25 1.178827e-23 -5.709001e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
223          	((1.063318e-03 -1.164470e-03 -6.987581e-24) (2.090419e-05 2.055642e-06 4.672619e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.666219e-23 1.586880e-22 -2.992241e-04) (-9.858378e-25 1.188304e-23 -5.762699e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
224          	((1.061460e-03 -1.199040e-03 7.673027e-24) (2.091441e-05 2.044426e-06 4.671510e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.701039e-23 1.627675e-22 -2.866550e-04) (-9.862971e-25 1.181847e-23 -5.691451e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
225          	((1.058263e-03 -1.248830e-03 2.287179e-23) (2.092421e-05 2.049939e-06 4.706450e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.739413e-23 1.672138e-22 -2.683509e-04) (-9.950187e-25 1.188933e-23 -5.705299e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
226          	((1.056475e-03 -1.281993e-03 3.708878e-23) (2.095387e-05 2.062823e-06 4.730838e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.774206e-23 1.712678e-22 -2.562705e-04) (-9.967111e-25 1.202368e-23 -5.750941e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
227          	((1.056178e-03 -1.298629e-03 5.104496e-23) (2.098137e-05 2.069104e-06 4.702653e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.807128e-23 1.751297e-22 -2.505013e-04) (-9.919259e-25 1.189138e-23 -5.762611e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
228          	((1.055779e-03 -1.322919e-03 6.488297e-23) (2.097021e-05 2.079863e-06 4.765019e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.843059e-23 1.792728e-22 -2.424573e-04) (-1.005018e-24 1.203715e-23 -5.806644e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
229          	((1.055686e-03 -1.336744e-03 7.706153e-23) (2.098587e-05 2.088368e-06 4.765167e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.873039e-23 1.827622e-22 -2.378850e-04) (-1.003889e-24 1.208758e-23 -5.831349e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
230          	((1.056347e-03 -1.349153e-03 8.815904e-23) (2.100831e-05 2.091476e-06 4.782058e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.901969e-23 1.860958e-22 -2.340693e-04) (-1.007862e-24 1.207075e-23 -5.831643e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
231          	((1.056996e-03 -1.355336e-03 9.664660e-23) (2.099673e-05 2.100025e-06 4.813771e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.924978e-23 1.887296e-22 -2.325978e-04) (-1.012667e-24 1.219332e-23 -5.863421e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
232          	((1.057155e-03 -1.366351e-03 1.029393e-22) (2.101111e-05 2.102053e-06 4.824740e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.943579e-23 1.908295e-22 -2.290935e-04) (-1.017798e-24 1.220767e-23 -5.862131e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
233          	((1.058165e-03 -1.365747e-03 1.078249e-22) (2.103020e-05 2.110966e-06 4.816702e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.957715e-23 1.924307e-22 -2.297676e-04) (-1.015312e-24 1.216089e-23 -5.894056e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
234          	((1.058706e-03 -1.366235e-03 1.089486e-22) (2.102184e-05 2.116590e-06 4.849100e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.964372e-23 1.931240e-22 -2.300617e-04) (-1.020904e-24 1.228166e-23 -5.916325e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
235          	((1.059628e-03 -1.351933e-03 1.069064e-22) (2.101099e-05 2.110740e-06 4.851495e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.962610e-23 1.928506e-22 -2.355721e-04) (-1.022383e-24 1.228664e-23 -5.882993e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
236          	((1.061112e-03 -1.343335e-03 1.053672e-22) (2.102651e-05 2.114548e-06 4.832331e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.961963e-23 1.927095e-22 -2.391965e-04) (-1.019360e-24 1.220164e-23 -5.898341e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
237          	((1.063007e-03 -1.321534e-03 9.916322e-23) (2.100595e-05 2.121230e-06 4.845259e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.950113e-23 1.912585e-22 -2.476656e-04) (-1.020615e-24 1.227859e-23 -5.934427e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
238          	((1.065067e-03 -1.294041e-03 9.130069e-23) (2.099043e-05 2.118665e-06 4.836310e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.933574e-23 1.892746e-22 -2.581692e-04) (-1.020447e-24 1.226056e-23 -5.926556e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
239          	((1.067578e-03 -1.261994e-03 8.145144e-23) (2.098341e-05 2.118645e-06 4.814208e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.911937e-23 1.867015e-22 -2.702897e-04) (-1.016687e-24 1.217281e-23 -5.931326e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
240          	((1.070930e-03 -1.212273e-03 7.038338e-23) (2.094364e-05 2.120248e-06 4.798378e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.885206e-23 1.835794e-22 -2.889714e-04) (-1.011402e-24 1.216907e-23 -5.952742e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
241          	((1.072119e-03 -1.193731e-03 6.020455e-23) (2.093000e-05 2.109199e-06 4.833376e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.863329e-23 1.809665e-22 -2.959593e-04) (-1.020827e-24 1.226292e-23 -5.912063e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
242          	((1.073511e-03 -1.166023e-03 4.740053e-23) (2.092159e-05 2.106474e-06 4.781735e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.833577e-23 1.774665e-22 -3.059025e-04) (-1.010844e-24 1.209454e-23 -5.906735e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
243          	((1.075795e-03 -1.118674e-03 3.347115e-23) (2.087957e-05 2.106736e-06 4.750989e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.798759e-23 1.734250e-22 -3.231423e-04) (-1.002782e-24 1.206199e-23 -5.924064e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
244          	((1.076774e-03 -1.098652e-03 2.239163e-23) (2.086398e-05 2.097287e-06 4.792028e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.773309e-23 1.704246e-22 -3.304817e-04) (-1.013013e-24 1.216774e-23 -5.895945e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
245          	((1.078690e-03 -1.058339e-03 8.903757e-24) (2.084831e-05 2.091601e-06 4.710492e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.739013e-23 1.664557e-22 -3.449868e-04) (-9.969426e-25 1.193522e-23 -5.878849e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
246          	((1.079966e-03 -1.029967e-03 -1.903579e-24) (2.081261e-05 2.091435e-06 4.733928e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.711954e-23 1.633157e-22 -3.552642e-04) (-9.999350e-25 1.202684e-23 -5.897382e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
247          	((1.080267e-03 -1.013820e-03 -1.163446e-23) (2.079349e-05 2.082070e-06 4.735359e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.688242e-23 1.605507e-22 -3.609196e-04) (-1.001932e-24 1.203229e-23 -5.868332e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
248          	((1.080533e-03 -9.957933e-04 -2.066592e-23) (2.078822e-05 2.076383e-06 4.681500e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.664612e-23 1.578296e-22 -3.669563e-04) (-9.914038e-25 1.185751e-23 -5.849940e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
249          	((1.080435e-03 -9.796355e-04 -2.813620e-23) (2.076129e-05 2.074735e-06 4.685138e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.644336e-23 1.555090e-22 -3.723169e-04) (-9.902823e-25 1.190989e-23 -5.855973e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
250          	((1.080301e-03 -9.656600e-04 -3.379860e-23) (2.074589e-05 2.066326e-06 4.678554e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.628270e-23 1.536836e-22 -3.770036e-04) (-9.902707e-25 1.189171e-23 -5.827669e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
251          	((1.080250e-03 -9.544646e-04 -3.738419e-23) (2.074136e-05 2.062491e-06 4.649392e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.616611e-23 1.523859e-22 -3.806269e-04) (-9.843259e-25 1.177753e-23 -5.816839e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
252          	((1.079911e-03 -9.497743e-04 -4.029374e-23) (2.072070e-05 2.062620e-06 4.672438e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.607660e-23 1.513815e-22 -3.820282e-04) (-9.875367e-25 1.187606e-23 -5.828960e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
253          	((1.079245e-03 -9.472811e-04 -4.064317e-23) (2.071498e-05 2.053441e-06 4.664935e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.604017e-23 1.510157e-22 -3.825336e-04) (-9.870897e-25 1.185684e-23 -5.790967e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
254          	((1.078382e-03 -9.521368e-04 -3.898324e-23) (2.071796e-05 2.054706e-06 4.641896e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.605391e-23 1.512324e-22 -3.803312e-04) (-9.825337e-25 1.175115e-23 -5.801026e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
255          	((1.077315e-03 -9.593335e-04 -3.703273e-23) (2.070666e-05 2.053163e-06 4.667355e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.608132e-23 1.515947e-22 -3.773081e-04) (-9.859641e-25 1.185731e-23 -5.797947e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
