# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
84           	((1.250979e-03 -3.088000e-03 6.931683e-22) (3.266519e-05 2.995378e-06 4.660330e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.450310e-23 3.650775e-22 2.914162e-04) (-9.773876e-25 1.177318e-23 -5.849097e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
85           	((1.250928e-03 -2.982853e-03 6.659565e-22) (3.247242e-05 2.963666e-06 4.650092e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.386252e-23 3.575601e-22 2.561187e-04) (-9.744301e-25 1.172367e-23 -5.762186e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
86           	((1.249961e-03 -2.884532e-03 6.360233e-22) (3.228245e-05 2.942080e-06 4.633788e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.315613e-23 3.492744e-22 2.235843e-04) (-9.708314e-25 1.167794e-23 -5.734918e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
87           	((1.248754e-03 -2.788591e-03 6.024928e-22) (3.209089e-05 2.908956e-06 4.633988e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.235978e-23 3.399446e-22 1.920794e-04) (-9.710059e-25 1.169442e-23 -5.657267e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
88           	((1.246972e-03 -2.695192e-03 5.654278e-22) (3.188305e-05 2.879788e-06 4.606751e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.147506e-23 3.295890e-22 1.615783e-04) (-9.653181e-25 1.161177e-23 -5.609934e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
89           	((1.244402e-03 -2.609173e-03 5.254270e-22) (3.167322e-05 2.849216e-06 4.588285e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.051755e-23 3.183873e-22 1.338827e-04) (-9.616403e-25 1.156282e-23 -5.562438e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
90           	((1.241570e-03 -2.528327e-03 4.821460e-22) (3.147739e-05 2.797922e-06 4.594902e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.947674e-23 3.062213e-22 1.081404e-04) (-9.635309e-25 1.160131e-23 -5.413425e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
91           	((1.237954e-03 -2.452338e-03 4.357821e-22) (3.124916e-05 2.761621e-06 4.570649e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.835671e-23 2.931403e-22 8.416100e-05) (-9.589112e-25 1.152910e-23 -5.350862e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
92           	((1.233801e-03 -2.382697e-03 3.870352e-22) (3.102617e-05 2.733915e-06 4.565162e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.717422e-23 2.793402e-22 6.246895e-05) (-9.586877e-25 1.152158e-23 -5.334268e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
93           	((1.229440e-03 -2.320846e-03 3.367816e-22) (3.082157e-05 2.689648e-06 4.570955e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.595009e-23 2.650650e-22 4.354726e-05) (-9.611221e-25 1.156385e-23 -5.233520e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
94           	((1.224452e-03 -2.267210e-03 2.861997e-22) (3.058603e-05 2.661563e-06 4.544914e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.471079e-23 2.506280e-22 2.747997e-05) (-9.567977e-25 1.149791e-23 -5.221716e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
95           	((1.219035e-03 -2.222379e-03 2.364269e-22) (3.035640e-05 2.641489e-06 4.552443e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.348410e-23 2.363532e-22 1.441175e-05) (-9.598831e-25 1.152912e-23 -5.248894e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
96           	((1.213603e-03 -2.187535e-03 1.891730e-22) (3.016581e-05 2.600757e-06 4.539806e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.230924e-23 2.227028e-22 4.795228e-06) (-9.583124e-25 1.151631e-23 -5.164082e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
97           	((1.207577e-03 -2.163674e-03 1.465370e-22) (2.995547e-05 2.572174e-06 4.521295e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.123431e-23 2.102445e-22 -1.046484e-06) (-9.560540e-25 1.149310e-23 -5.139199e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
98           	((1.200885e-03 -2.151940e-03 1.102497e-22) (2.976066e-05 2.558774e-06 4.473010e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.030118e-23 1.994669e-22 -2.683774e-06) (-9.473146e-25 1.135811e-23 -5.180960e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
99           	((1.194254e-03 -2.152239e-03 8.229679e-23) (2.962588e-05 2.506772e-06 4.437389e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.955536e-23 1.909068e-22 -1.502679e-07) (-9.405677e-25 1.129894e-23 -5.009285e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
100          	((1.187121e-03 -2.164270e-03 6.382140e-23) (2.945717e-05 2.475517e-06 4.393989e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.902776e-23 1.849183e-22 6.298339e-06) (-9.316456e-25 1.120010e-23 -4.936680e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
101          	((1.179546e-03 -2.187399e-03 5.601828e-23) (2.931287e-05 2.459776e-06 4.347515e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.874717e-23 1.818377e-22 1.642195e-05) (-9.220413e-25 1.107743e-23 -4.926624e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
102          	((1.172347e-03 -2.222447e-03 5.962767e-23) (2.924484e-05 2.419557e-06 4.290457e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.873480e-23 1.819057e-22 3.053732e-05) (-9.095588e-25 1.094115e-23 -4.770050e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
103          	((1.163749e-03 -2.275676e-03 7.610076e-23) (2.914650e-05 2.417410e-06 4.255829e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.902549e-23 1.855296e-22 5.127593e-05) (-9.013979e-25 1.082634e-23 -4.796167e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
104          	((1.155726e-03 -2.333747e-03 1.024424e-22) (2.906120e-05 2.425093e-06 4.272085e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.955844e-23 1.919746e-22 7.306195e-05) (-9.028002e-25 1.088356e-23 -4.855620e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
105          	((1.148807e-03 -2.398380e-03 1.387012e-22) (2.904109e-05 2.397568e-06 4.274216e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.033651e-23 2.012707e-22 9.665571e-05) (-9.025708e-25 1.085482e-23 -4.716609e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
106          	((1.141933e-03 -2.471440e-03 1.832002e-22) (2.898006e-05 2.410697e-06 4.320141e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.132775e-23 2.130262e-22 1.228559e-04) (-9.104970e-25 1.095125e-23 -4.776626e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
107          	((1.134686e-03 -2.556425e-03 2.341887e-22) (2.893177e-05 2.435885e-06 4.411026e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.249894e-23 2.268339e-22 1.531263e-04) (-9.274001e-25 1.118767e-23 -4.884466e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
108          	((1.122421e-03 -2.695959e-03 2.929755e-22) (2.898753e-05 2.435028e-06 4.547876e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.390562e-23 2.432916e-22 2.048932e-04) (-9.549696e-25 1.148634e-23 -4.835715e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
109          	((1.114957e-03 -2.797004e-03 3.472745e-22) (2.897126e-05 2.470956e-06 4.577817e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.520617e-23 2.585048e-22 2.410975e-04) (-9.609624e-25 1.157506e-23 -4.970770e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
110          	((1.110894e-03 -2.869282e-03 3.999724e-22) (2.892381e-05 2.517240e-06 4.656006e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.648500e-23 2.734281e-22 2.655524e-04) (-9.771099e-25 1.175388e-23 -5.162181e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
111          	((1.108239e-03 -2.932734e-03 4.520704e-22) (2.891772e-05 2.527620e-06 4.763237e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.777082e-23 2.883873e-22 2.865705e-04) (-9.985534e-25 1.202425e-23 -5.168892e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
112          	((1.106454e-03 -2.982492e-03 5.009907e-22) (2.885226e-05 2.575604e-06 4.838883e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.899835e-23 3.026263e-22 3.024363e-04) (-1.013827e-24 1.222638e-23 -5.373329e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
113          	((1.105356e-03 -3.018010e-03 5.446771e-22) (2.878134e-05 2.619158e-06 4.875171e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.011697e-23 3.155558e-22 3.130878e-04) (-1.022263e-24 1.228778e-23 -5.556071e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
114          	((1.105642e-03 -3.036886e-03 5.817451e-22) (2.875156e-05 2.616973e-06 4.980620e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.109050e-23 3.267593e-22 3.177195e-04) (-1.043539e-24 1.257223e-23 -5.506413e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
115          	((1.106906e-03 -3.036599e-03 6.122826e-22) (2.865399e-05 2.643123e-06 4.987277e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.191525e-23 3.362060e-22 3.153698e-04) (-1.045446e-24 1.260429e-23 -5.612754e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
116          	((1.109030e-03 -3.016003e-03 6.357365e-22) (2.854131e-05 2.672086e-06 5.007176e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.257436e-23 3.437064e-22 3.056950e-04) (-1.050374e-24 1.263803e-23 -5.741794e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
117          	((1.113573e-03 -2.963538e-03 6.505283e-22) (2.845034e-05 2.666483e-06 5.002706e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.302576e-23 3.487777e-22 2.842017e-04) (-1.049256e-24 1.263369e-23 -5.705672e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
118          	((1.118576e-03 -2.893869e-03 6.590987e-22) (2.829492e-05 2.692035e-06 5.001004e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.332145e-23 3.520419e-22 2.567576e-04) (-1.049267e-24 1.264999e-23 -5.845310e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
119          	((1.123819e-03 -2.804896e-03 6.608232e-22) (2.811517e-05 2.715287e-06 4.976613e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.344597e-23 3.533194e-22 2.226377e-04) (-1.045013e-24 1.257658e-23 -5.985082e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
120          	((1.130180e-03 -2.697839e-03 6.567673e-22) (2.796013e-05 2.696673e-06 4.955457e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.342197e-23 3.528812e-22 1.821459e-04) (-1.039716e-24 1.252196e-23 -5.923514e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
121          	((1.140799e-03 -2.529921e-03 6.481664e-22) (2.771362e-05 2.709863e-06 4.879084e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.323102e-23 3.506153e-22 1.187876e-04) (-1.022502e-24 1.234766e-23 -6.043215e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
122          	((1.149956e-03 -2.400162e-03 6.305538e-22) (2.748227e-05 2.718989e-06 4.894458e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.289167e-23 3.464681e-22 6.934101e-05) (-1.030274e-24 1.236991e-23 -6.156768e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
123          	((1.162811e-03 -2.169429e-03 5.990430e-22) (2.722102e-05 2.696430e-06 4.812821e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.214458e-23 3.377126e-22 -1.641274e-05) (-1.008983e-24 1.216962e-23 -6.119484e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
124          	((1.167816e-03 -2.090318e-03 5.756060e-22) (2.700616e-05 2.699602e-06 5.003320e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.171152e-23 3.323707e-22 -4.578212e-05) (-1.050669e-24 1.266203e-23 -6.230134e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
125          	((1.170107e-03 -1.974956e-03 5.526582e-22) (2.677491e-05 2.711363e-06 4.873622e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.116806e-23 3.260004e-22 -8.569053e-05) (-1.021433e-24 1.229661e-23 -6.371081e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
126          	((1.176320e-03 -1.842127e-03 5.115120e-22) (2.655243e-05 2.683376e-06 4.846479e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.025380e-23 3.151524e-22 -1.336175e-04) (-1.018240e-24 1.226079e-23 -6.325723e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
127          	((1.182877e-03 -1.635657e-03 4.528142e-22) (2.626415e-05 2.704167e-06 4.782917e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.886258e-23 2.988469e-22 -2.070155e-04) (-1.004733e-24 1.210968e-23 -6.535536e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
128          	((1.186933e-03 -1.513400e-03 4.193088e-22) (2.601839e-05 2.703380e-06 4.869097e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.805385e-23 2.894002e-22 -2.497874e-04) (-1.019756e-24 1.230778e-23 -6.656543e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
129          	((1.193544e-03 -1.375702e-03 3.660208e-22) (2.579403e-05 2.663942e-06 4.802997e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.681943e-23 2.748704e-22 -2.990657e-04) (-1.010129e-24 1.215480e-23 -6.583710e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
130          	((1.202423e-03 -1.141944e-03 2.967477e-22) (2.546484e-05 2.674236e-06 4.638969e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.509521e-23 2.548412e-22 -3.824918e-04) (-9.761840e-25 1.174740e-23 -6.766089e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
131          	((1.200800e-03 -1.098071e-03 2.419204e-22) (2.524019e-05 2.651115e-06 4.953750e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.387117e-23 2.403311e-22 -3.952348e-04) (-1.041817e-24 1.256577e-23 -6.798592e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
132          	((1.203075e-03 -9.642068e-04 1.841806e-22) (2.499757e-05 2.599554e-06 4.718383e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.242193e-23 2.235212e-22 -4.405094e-04) (-9.926294e-25 1.194748e-23 -6.675003e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
133          	((1.212863e-03 -7.594863e-04 1.198331e-22) (2.463268e-05 2.580556e-06 4.557224e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.076547e-23 2.043927e-22 -5.142040e-04) (-9.622782e-25 1.158674e-23 -6.738018e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
134          	((1.215871e-03 -6.365321e-04 5.512950e-23) (2.436649e-05 2.547132e-06 4.692923e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.916568e-23 1.857868e-22 -5.565343e-04) (-9.912994e-25 1.196417e-23 -6.720259e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
135          	((1.213211e-03 -5.615034e-04 -8.547222e-24) (2.416277e-05 2.466796e-06 4.695747e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.759541e-23 1.675156e-22 -5.795271e-04) (-9.938169e-25 1.194981e-23 -6.452853e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
136          	((1.211643e-03 -4.863537e-04 -6.836187e-23) (2.389078e-05 2.417376e-06 4.663982e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.610900e-23 1.502439e-22 -6.034725e-04) (-9.889894e-25 1.190154e-23 -6.347161e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
137          	((1.207920e-03 -4.277819e-04 -1.248482e-22) (2.364673e-05 2.365491e-06 4.641043e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.468779e-23 1.337663e-22 -6.209843e-04) (-9.860691e-25 1.187779e-23 -6.214372e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
138          	((1.202754e-03 -3.879206e-04 -1.738762e-22) (2.345918e-05 2.296323e-06 4.572135e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.343368e-23 1.192680e-22 -6.315474e-04) (-9.726648e-25 1.169507e-23 -5.984068e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
139          	((1.196611e-03 -3.620705e-04 -2.150691e-22) (2.326137e-05 2.273700e-06 4.494641e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.235294e-23 1.068286e-22 -6.370027e-04) (-9.581041e-25 1.152515e-23 -5.978580e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
140          	((1.189860e-03 -3.494615e-04 -2.457077e-22) (2.308784e-05 2.250440e-06 4.418723e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.150999e-23 9.720296e-23 -6.377850e-04) (-9.432048e-25 1.135794e-23 -5.954359e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
141          	((1.181737e-03 -3.698277e-04 -2.688397e-22) (2.295304e-05 2.200012e-06 4.371031e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.088622e-23 9.005643e-23 -6.269569e-04) (-9.334699e-25 1.120777e-23 -5.782041e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
142          	((1.173741e-03 -3.868810e-04 -2.689306e-22) (2.281240e-05 2.182672e-06 4.228278e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.072400e-23 8.850329e-23 -6.170976e-04) (-9.011517e-25 1.084346e-23 -5.759248e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
143          	((1.164818e-03 -4.429956e-04 -2.634235e-22) (2.270710e-05 2.172739e-06 4.192139e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.075953e-23 8.912629e-23 -5.936102e-04) (-8.955207e-25 1.076165e-23 -5.758967e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
144          	((1.157154e-03 -4.795090e-04 -2.410356e-22) (2.262619e-05 2.145133e-06 4.147895e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.113332e-23 9.384828e-23 -5.774927e-04) (-8.811062e-25 1.060746e-23 -5.649499e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
145          	((1.144291e-03 -6.000921e-04 -2.032928e-22) (2.258369e-05 2.150518e-06 4.154824e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.193849e-23 1.034795e-22 -5.299712e-04) (-8.826679e-25 1.061257e-23 -5.696930e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
146          	((1.134882e-03 -6.852696e-04 -1.630215e-22) (2.254512e-05 2.166060e-06 4.160275e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.278449e-23 1.136307e-22 -4.963275e-04) (-8.823608e-25 1.063155e-23 -5.773367e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
147          	((1.125336e-03 -7.852767e-04 -1.144416e-22) (2.252906e-05 2.161792e-06 4.213095e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.384982e-23 1.263039e-22 -4.576994e-04) (-8.910164e-25 1.070534e-23 -5.743838e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
148          	((1.116056e-03 -8.960069e-04 -6.045386e-23) (2.250528e-05 2.184729e-06 4.319991e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.506697e-23 1.407050e-22 -4.154924e-04) (-9.109853e-25 1.099839e-23 -5.845390e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
149          	((1.107513e-03 -1.003691e-03 2.627268e-25) (2.250459e-05 2.197940e-06 4.377515e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.643719e-23 1.569140e-22 -3.745430e-04) (-9.217968e-25 1.105602e-23 -5.885172e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
150          	((1.099378e-03 -1.115634e-03 5.618405e-23) (2.251759e-05 2.193682e-06 4.509767e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.774274e-23 1.722586e-22 -3.325379e-04) (-9.475236e-25 1.144246e-23 -5.835282e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
151          	((1.091826e-03 -1.228562e-03 1.080351e-22) (2.251318e-05 2.204875e-06 4.576322e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.898588e-23 1.867976e-22 -2.904486e-04) (-9.627736e-25 1.152496e-23 -5.862067e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
152          	((1.085143e-03 -1.336397e-03 1.543538e-22) (2.252767e-05 2.218793e-06 4.726861e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.012746e-23 2.000820e-22 -2.504935e-04) (-9.913073e-25 1.199204e-23 -5.899357e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
153          	((1.078919e-03 -1.440971e-03 1.913846e-22) (2.255242e-05 2.222873e-06 4.796590e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.109112e-23 2.111894e-22 -2.120145e-04) (-1.007535e-24 1.210887e-23 -5.890710e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
154          	((1.073966e-03 -1.524787e-03 2.247647e-22) (2.254707e-05 2.240235e-06 4.850919e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.196095e-23 2.212128e-22 -1.811888e-04) (-1.018480e-24 1.222055e-23 -5.952507e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
155          	((1.070662e-03 -1.594692e-03 2.468030e-22) (2.256487e-05 2.246219e-06 4.932658e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.259563e-23 2.284071e-22 -1.559773e-04) (-1.035132e-24 1.248838e-23 -5.958509e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
156          	((1.068024e-03 -1.646502e-03 2.625884e-22) (2.255615e-05 2.251574e-06 4.983868e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.307750e-23 2.338205e-22 -1.373543e-04) (-1.045572e-24 1.262304e-23 -5.970995e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
157          	((1.067050e-03 -1.674469e-03 2.707492e-22) (2.251556e-05 2.263092e-06 4.938225e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.337478e-23 2.370788e-22 -1.277278e-04) (-1.039679e-24 1.239080e-23 -6.023503e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
158          	((1.067418e-03 -1.681195e-03 2.720097e-22) (2.249213e-05 2.261601e-06 5.011156e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.349826e-23 2.383224e-22 -1.258046e-04) (-1.050334e-24 1.276203e-23 -6.014766e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
159          	((1.068893e-03 -1.666341e-03 2.659112e-22) (2.244404e-05 2.274588e-06 4.955708e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.343800e-23 2.374329e-22 -1.318573e-04) (-1.043296e-24 1.247883e-23 -6.090562e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
160          	((1.070796e-03 -1.639510e-03 2.542739e-22) (2.238448e-05 2.288269e-06 4.978558e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.323796e-23 2.349235e-22 -1.420908e-04) (-1.045737e-24 1.261497e-23 -6.175780e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
161          	((1.073182e-03 -1.600196e-03 2.373463e-22) (2.234304e-05 2.286141e-06 4.943981e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.290079e-23 2.308325e-22 -1.566067e-04) (-1.041678e-24 1.248711e-23 -6.184081e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
162          	((1.078982e-03 -1.521246e-03 2.129690e-22) (2.225639e-05 2.306396e-06 4.932399e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.236886e-23 2.244985e-22 -1.865281e-04) (-1.036994e-24 1.254561e-23 -6.319993e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
163          	((1.083318e-03 -1.459237e-03 1.898835e-22) (2.216608e-05 2.312152e-06 4.921498e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.186282e-23 2.184782e-22 -2.097347e-04) (-1.035097e-24 1.247570e-23 -6.388280e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
164          	((1.087121e-03 -1.402347e-03 1.622963e-22) (2.211468e-05 2.305873e-06 4.886501e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.125108e-23 2.112169e-22 -2.305623e-04) (-1.031051e-24 1.238967e-23 -6.393463e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
165          	((1.091679e-03 -1.320968e-03 1.290407e-22) (2.200905e-05 2.327433e-06 4.845237e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.048574e-23 2.021971e-22 -2.604001e-04) (-1.023287e-24 1.228159e-23 -6.547242e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
166          	((1.093154e-03 -1.281656e-03 1.027588e-22) (2.194027e-05 2.324994e-06 4.874766e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.988515e-23 1.951095e-22 -2.737480e-04) (-1.027213e-24 1.239538e-23 -6.579803e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
167          	((1.097494e-03 -1.203422e-03 7.134056e-23) (2.185572e-05 2.305995e-06 4.761455e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.913213e-23 1.863022e-22 -3.020011e-04) (-1.006923e-24 1.209249e-23 -6.529233e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
168          	((1.098563e-03 -1.156243e-03 4.444599e-23) (2.176365e-05 2.309563e-06 4.752893e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.848418e-23 1.787309e-22 -3.178819e-04) (-1.005398e-24 1.205164e-23 -6.592996e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
169          	((1.104415e-03 -1.063795e-03 1.628086e-23) (2.164092e-05 2.282017e-06 4.686784e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.777145e-23 1.704758e-22 -3.519234e-04) (-9.888324e-25 1.199093e-23 -6.506999e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
