# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
78           	((5.166910e-03 -1.494296e-02 3.517991e-21) (9.773876e-05 1.199473e-05 1.671155e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.565300e-22 1.675486e-21 1.841468e-03) (-3.520936e-24 4.249166e-23 -2.344592e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
79           	((5.177708e-03 -1.434511e-02 3.493646e-21) (9.663311e-05 1.202401e-05 1.663175e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.560088e-22 1.669256e-21 1.627852e-03) (-3.501905e-24 4.225721e-23 -2.382128e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
80           	((5.192741e-03 -1.370805e-02 3.462755e-21) (9.547945e-05 1.204557e-05 1.654744e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.553133e-22 1.661026e-21 1.400068e-03) (-3.484276e-24 4.203238e-23 -2.418924e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
81           	((5.209187e-03 -1.305408e-02 3.424759e-21) (9.427693e-05 1.205395e-05 1.649836e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.544401e-22 1.650732e-21 1.167338e-03) (-3.473157e-24 4.187885e-23 -2.452643e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
82           	((5.224223e-03 -1.240215e-02 3.379965e-21) (9.304074e-05 1.205562e-05 1.641049e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.534006e-22 1.638501e-21 9.375241e-04) (-3.453674e-24 4.163799e-23 -2.486156e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
83           	((5.236205e-03 -1.176562e-02 3.328116e-21) (9.177880e-05 1.204857e-05 1.632901e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.521943e-22 1.624313e-21 7.160457e-04) (-3.433423e-24 4.139193e-23 -2.518106e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
84           	((5.244364e-03 -1.115110e-02 3.268041e-21) (9.050131e-05 1.203216e-05 1.630066e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.507918e-22 1.607829e-21 5.055905e-04) (-3.427419e-24 4.129767e-23 -2.548160e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
85           	((5.248637e-03 -1.056006e-02 3.198375e-21) (8.922501e-05 1.200196e-05 1.625094e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.491619e-22 1.588680e-21 3.065852e-04) (-3.415338e-24 4.114443e-23 -2.573862e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
86           	((5.242315e-03 -1.002716e-02 3.116525e-21) (8.800354e-05 1.196346e-05 1.619480e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.472514e-22 1.566224e-21 1.341607e-04) (-3.400565e-24 4.096262e-23 -2.596935e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
87           	((5.240161e-03 -9.479823e-03 3.023777e-21) (8.671602e-05 1.191212e-05 1.611896e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.450759e-22 1.540678e-21 -4.405132e-05) (-3.381435e-24 4.072533e-23 -2.617827e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
88           	((5.242250e-03 -8.904029e-03 2.913963e-21) (8.541455e-05 1.182611e-05 1.603842e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.424762e-22 1.510201e-21 -2.332033e-04) (-3.360935e-24 4.048696e-23 -2.624842e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
89           	((5.253464e-03 -8.276881e-03 2.785147e-21) (8.405589e-05 1.169167e-05 1.600424e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.393953e-22 1.474153e-21 -4.437096e-04) (-3.351813e-24 4.038535e-23 -2.612433e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
90           	((5.254339e-03 -7.672088e-03 2.614228e-21) (8.261871e-05 1.151456e-05 1.569493e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.351931e-22 1.425232e-21 -6.396707e-04) (-3.286799e-24 3.958803e-23 -2.582705e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
91           	((5.251560e-03 -7.138096e-03 2.440682e-21) (8.131581e-05 1.132939e-05 1.591188e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.311017e-22 1.377231e-21 -8.107748e-04) (-3.322256e-24 4.003357e-23 -2.552574e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
92           	((5.243298e-03 -6.639441e-03 2.237769e-21) (8.017109e-05 1.113210e-05 1.582859e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.262929e-22 1.320870e-21 -9.669645e-04) (-3.302138e-24 3.978747e-23 -2.517206e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
93           	((5.224887e-03 -6.178346e-03 1.994662e-21) (7.896022e-05 1.092447e-05 1.544550e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.203419e-22 1.251534e-21 -1.104814e-03) (-3.225712e-24 3.885732e-23 -2.479919e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
94           	((5.206593e-03 -5.761162e-03 1.721900e-21) (7.785123e-05 1.069717e-05 1.578946e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.138770e-22 1.175764e-21 -1.229014e-03) (-3.291062e-24 3.965292e-23 -2.434672e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
95           	((5.187641e-03 -5.345656e-03 1.415297e-21) (7.679363e-05 1.043085e-05 1.576787e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.065500e-22 1.090020e-21 -1.353497e-03) (-3.288807e-24 3.962681e-23 -2.373025e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
96           	((5.167776e-03 -4.943055e-03 1.075833e-21) (7.576615e-05 1.015616e-05 1.573822e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.836867e-23 9.944280e-22 -1.474262e-03) (-3.289269e-24 3.961685e-23 -2.308949e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
97           	((5.145704e-03 -4.570977e-03 7.063320e-22) (7.473473e-05 9.873594e-06 1.579209e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.941975e-23 8.899604e-22 -1.584880e-03) (-3.308783e-24 3.984042e-23 -2.242761e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
98           	((5.120310e-03 -4.243306e-03 3.148590e-22) (7.359830e-05 9.607698e-06 1.597343e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.989353e-23 7.788496e-22 -1.679993e-03) (-3.357526e-24 4.040684e-23 -2.187055e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
99           	((5.090878e-03 -3.975348e-03 -8.659991e-23) (7.235703e-05 9.349060e-06 1.606368e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.007390e-23 6.644234e-22 -1.754030e-03) (-3.391661e-24 4.077874e-23 -2.137040e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
100          	((5.057286e-03 -3.775229e-03 -4.817767e-22) (7.114756e-05 9.084477e-06 1.604669e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.034384e-23 5.511760e-22 -1.804536e-03) (-3.405144e-24 4.090244e-23 -2.083189e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
101          	((5.019588e-03 -3.648569e-03 -8.519559e-22) (7.006195e-05 8.828516e-06 1.593086e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.112958e-23 4.441407e-22 -1.829499e-03) (-3.399004e-24 4.078593e-23 -2.028549e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
102          	((4.977101e-03 -3.606566e-03 -1.175699e-21) (6.912635e-05 8.591009e-06 1.565431e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.292235e-23 3.491114e-22 -1.824635e-03) (-3.356671e-24 4.023915e-23 -1.975700e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
103          	((4.930620e-03 -3.655992e-03 -1.432124e-21) (6.831609e-05 8.384325e-06 1.523073e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.621656e-23 2.718841e-22 -1.787787e-03) (-3.279756e-24 3.929509e-23 -1.929717e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
104          	((4.881411e-03 -3.794668e-03 -1.602867e-21) (6.763469e-05 8.212434e-06 1.461366e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.144779e-23 2.175629e-22 -1.720196e-03) (-3.155350e-24 3.779527e-23 -1.891225e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
105          	((4.827864e-03 -4.040898e-03 -1.670682e-21) (6.713526e-05 8.077448e-06 1.392610e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.902251e-23 1.909169e-22 -1.614252e-03) (-3.008021e-24 3.603894e-23 -1.859024e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
106          	((4.780427e-03 -4.329221e-03 -1.636066e-21) (6.670229e-05 7.982504e-06 1.325692e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.896818e-23 1.921827e-22 -1.498165e-03) (-2.858664e-24 3.427963e-23 -1.836772e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
107          	((4.736686e-03 -4.699620e-03 -1.492107e-21) (6.634763e-05 7.932869e-06 1.272707e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.150012e-23 2.237717e-22 -1.356878e-03) (-2.733090e-24 3.281362e-23 -1.827136e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
108          	((4.656757e-03 -5.573208e-03 -1.215599e-21) (6.639189e-05 7.917940e-06 1.295112e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.747724e-23 2.950786e-22 -1.025440e-03) (-2.759367e-24 3.315171e-23 -1.819821e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
109          	((4.599812e-03 -6.237753e-03 -9.136220e-22) (6.637860e-05 7.964316e-06 1.268020e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.397347e-23 3.726537e-22 -7.766289e-04) (-2.694119e-24 3.240421e-23 -1.830616e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
110          	((4.547634e-03 -6.886896e-03 -4.840300e-22) (6.633556e-05 8.037922e-06 1.291090e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.328826e-23 4.837111e-22 -5.363810e-04) (-2.714963e-24 3.272706e-23 -1.850275e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
111          	((4.499769e-03 -7.622586e-03 -1.937583e-23) (6.642935e-05 8.144317e-06 1.361648e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.376952e-23 6.077103e-22 -2.706706e-04) (-2.853762e-24 3.441129e-23 -1.879820e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
112          	((4.450266e-03 -8.442970e-03 4.622801e-22) (6.664679e-05 8.272541e-06 1.441821e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.489817e-23 7.387655e-22 2.482818e-05) (-3.014046e-24 3.634476e-23 -1.912499e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
113          	((4.401305e-03 -9.306401e-03 9.419458e-22) (6.687911e-05 8.445453e-06 1.560269e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.623629e-23 8.717176e-22 3.345956e-04) (-3.255126e-24 3.924785e-23 -1.963905e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
114          	((4.357178e-03 -1.015535e-02 1.397410e-21) (6.713518e-05 8.598744e-06 1.639768e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.725412e-23 1.000365e-21 6.370903e-04) (-3.419426e-24 4.122562e-23 -2.002910e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
115          	((4.319609e-03 -1.093580e-02 1.812353e-21) (6.731633e-05 8.737129e-06 1.734031e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.075315e-22 1.119856e-21 9.122883e-04) (-3.616136e-24 4.359122e-23 -2.034860e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
116          	((4.291095e-03 -1.161067e-02 2.174829e-21) (6.744504e-05 8.940696e-06 1.791076e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.167506e-22 1.226540e-21 1.146825e-03) (-3.738697e-24 4.505911e-23 -2.102752e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
117          	((4.275842e-03 -1.213849e-02 2.481042e-21) (6.747962e-05 9.098273e-06 1.834925e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.247552e-22 1.318732e-21 1.325255e-03) (-3.831204e-24 4.616647e-23 -2.153303e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
118          	((4.268062e-03 -1.250087e-02 2.728050e-21) (6.734861e-05 9.216448e-06 1.857643e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.314050e-22 1.394939e-21 1.442558e-03) (-3.882081e-24 4.679192e-23 -2.188696e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
119          	((4.271944e-03 -1.267966e-02 2.916030e-21) (6.715854e-05 9.311342e-06 1.841249e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.366496e-22 1.454691e-21 1.492947e-03) (-3.853298e-24 4.642564e-23 -2.218277e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
120          	((4.287348e-03 -1.269106e-02 3.036757e-21) (6.681796e-05 9.391241e-06 1.865267e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.403651e-22 1.496380e-21 1.480170e-03) (-3.903734e-24 4.703440e-23 -2.248229e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
121          	((4.306520e-03 -1.261151e-02 3.115111e-21) (6.642189e-05 9.478020e-06 1.834444e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.430271e-22 1.525828e-21 1.436301e-03) (-3.844886e-24 4.633509e-23 -2.287591e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
122          	((4.334117e-03 -1.232614e-02 3.142783e-21) (6.590094e-05 9.550551e-06 1.830051e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.443728e-22 1.540100e-21 1.318772e-03) (-3.831691e-24 4.618121e-23 -2.326205e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
123          	((4.387245e-03 -1.169209e-02 3.103840e-21) (6.506697e-05 9.607492e-06 1.792981e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.440213e-22 1.534737e-21 1.068549e-03) (-3.757401e-24 4.529988e-23 -2.367886e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
124          	((4.438201e-03 -1.107521e-02 3.050991e-21) (6.428570e-05 9.625794e-06 1.804019e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.432701e-22 1.524843e-21 8.274201e-04) (-3.780237e-24 4.559669e-23 -2.394904e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
125          	((4.487134e-03 -1.043093e-02 2.955323e-21) (6.350371e-05 9.618305e-06 1.788291e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.415321e-22 1.503322e-21 5.793633e-04) (-3.746515e-24 4.517460e-23 -2.412785e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
126          	((4.527494e-03 -9.787796e-03 2.853442e-21) (6.274352e-05 9.611159e-06 1.732746e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.394519e-22 1.478214e-21 3.384868e-04) (-3.632695e-24 4.379282e-23 -2.431152e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
127          	((4.579812e-03 -8.921060e-03 2.684070e-21) (6.185246e-05 9.602873e-06 1.732109e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.357562e-22 1.434206e-21 1.466555e-05) (-3.632004e-24 4.382186e-23 -2.453979e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
128          	((4.620074e-03 -8.196110e-03 2.540849e-21) (6.107161e-05 9.568848e-06 1.706565e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.325578e-22 1.396294e-21 -2.521011e-04) (-3.576828e-24 4.312810e-23 -2.465780e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
129          	((4.673379e-03 -7.223994e-03 2.342330e-21) (6.009941e-05 9.511656e-06 1.683572e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.279198e-22 1.341789e-21 -6.102038e-04) (-3.529696e-24 4.259801e-23 -2.471112e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
130          	((4.716810e-03 -6.391575e-03 2.149921e-21) (5.921547e-05 9.440784e-06 1.677536e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.234390e-22 1.289100e-21 -9.142866e-04) (-3.515157e-24 4.240271e-23 -2.472664e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
131          	((4.752040e-03 -5.610698e-03 1.941538e-21) (5.834873e-05 9.351159e-06 1.677765e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.185410e-22 1.231606e-21 -1.195607e-03) (-3.517220e-24 4.244312e-23 -2.467600e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
132          	((4.782188e-03 -4.845388e-03 1.714833e-21) (5.746852e-05 9.259145e-06 1.659171e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.131446e-22 1.168409e-21 -1.468262e-03) (-3.476423e-24 4.194207e-23 -2.462879e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
133          	((4.799492e-03 -4.197597e-03 1.481396e-21) (5.668291e-05 9.149487e-06 1.668943e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.075816e-22 1.103274e-21 -1.693653e-03) (-3.498200e-24 4.221684e-23 -2.450601e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
134          	((4.817524e-03 -3.494269e-03 1.218193e-21) (5.587306e-05 9.031297e-06 1.649272e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.012122e-22 1.028909e-21 -1.938347e-03) (-3.458567e-24 4.172736e-23 -2.435640e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
135          	((4.835559e-03 -2.799729e-03 9.399014e-22) (5.504556e-05 8.892675e-06 1.649294e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.444035e-23 9.499237e-22 -2.180365e-03) (-3.460634e-24 4.177389e-23 -2.413843e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
136          	((4.850958e-03 -2.128720e-03 6.586773e-22) (5.420633e-05 8.756505e-06 1.641296e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.745622e-23 8.687612e-22 -2.412665e-03) (-3.449809e-24 4.161492e-23 -2.395494e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
137          	((4.864152e-03 -1.508922e-03 3.419454e-22) (5.344697e-05 8.610807e-06 1.676337e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.976583e-23 7.790269e-22 -2.627293e-03) (-3.525590e-24 4.254129e-23 -2.373954e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
138          	((4.871040e-03 -9.554260e-04 4.765656e-23) (5.263419e-05 8.444257e-06 1.648600e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.243465e-23 6.938781e-22 -2.816489e-03) (-3.476619e-24 4.192683e-23 -2.342745e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
139          	((4.872637e-03 -4.764246e-04 -2.526430e-22) (5.184976e-05 8.305570e-06 1.661431e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.496897e-23 6.071357e-22 -2.977801e-03) (-3.510499e-24 4.229864e-23 -2.325150e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
140          	((4.869155e-03 -6.921570e-05 -5.528193e-22) (5.114176e-05 8.121686e-06 1.656923e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.748967e-23 5.202697e-22 -3.111809e-03) (-3.510942e-24 4.230069e-23 -2.282775e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
141          	((4.859747e-03 2.643711e-04 -8.388595e-22) (5.038964e-05 7.934460e-06 1.643645e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.031775e-23 4.370664e-22 -3.218566e-03) (-3.493419e-24 4.205985e-23 -2.236754e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
142          	((4.843125e-03 5.115398e-04 -1.100345e-21) (4.971628e-05 7.783579e-06 1.619421e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.367998e-23 3.602275e-22 -3.292243e-03) (-3.451822e-24 4.152283e-23 -2.205457e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
143          	((4.815407e-03 6.725866e-04 -1.304624e-21) (4.916198e-05 7.656309e-06 1.576688e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.819423e-23 2.973339e-22 -3.330473e-03) (-3.367685e-24 4.051706e-23 -2.179267e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
144          	((4.785467e-03 6.996085e-04 -1.479849e-21) (4.865242e-05 7.547756e-06 1.550035e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.357840e-23 2.442415e-22 -3.322943e-03) (-3.320954e-24 3.992238e-23 -2.158704e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
145          	((4.748791e-03 6.199260e-04 -1.597216e-21) (4.820998e-05 7.465081e-06 1.535113e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.034421e-23 2.073200e-22 -3.275827e-03) (-3.287570e-24 3.950961e-23 -2.144497e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
146          	((4.709195e-03 4.977690e-04 -1.608661e-21) (4.786542e-05 7.393828e-06 1.459132e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.932429e-23 1.969945e-22 -3.212621e-03) (-3.122938e-24 3.754986e-23 -2.128660e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
147          	((4.672113e-03 2.455631e-04 -1.575872e-21) (4.758591e-05 7.349157e-06 1.432854e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.957296e-23 2.010583e-22 -3.106862e-03) (-3.067749e-24 3.686705e-23 -2.120488e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
148          	((4.633300e-03 -8.675795e-06 -1.442249e-21) (4.737327e-05 7.332046e-06 1.386623e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.192513e-23 2.303985e-22 -2.999405e-03) (-2.957319e-24 3.559289e-23 -2.117558e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
149          	((4.591083e-03 -3.708497e-04 -1.251601e-21) (4.727785e-05 7.344723e-06 1.371458e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.572781e-23 2.765238e-22 -2.853920e-03) (-2.918462e-24 3.512684e-23 -2.123165e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
150          	((4.546569e-03 -8.223339e-04 -1.005469e-21) (4.726699e-05 7.380685e-06 1.380116e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.091593e-23 3.387338e-22 -2.676904e-03) (-2.925957e-24 3.522895e-23 -2.134576e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
151          	((4.500340e-03 -1.356327e-03 -7.144511e-22) (4.733594e-05 7.427741e-06 1.410313e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.727115e-23 4.143979e-22 -2.471168e-03) (-2.979007e-24 3.589743e-23 -2.146428e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
152          	((4.453067e-03 -1.965445e-03 -3.937656e-22) (4.746213e-05 7.488570e-06 1.452822e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.447243e-23 4.996673e-22 -2.239701e-03) (-3.057411e-24 3.684016e-23 -2.160786e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
153          	((4.407488e-03 -2.616324e-03 -6.315595e-23) (4.763971e-05 7.565990e-06 1.509101e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.207199e-23 5.892499e-22 -1.994878e-03) (-3.166709e-24 3.816705e-23 -2.179928e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
154          	((4.353323e-03 -3.415943e-03 2.687951e-22) (4.793037e-05 7.637656e-06 1.602161e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.000733e-23 6.821069e-22 -1.695619e-03) (-3.355052e-24 4.044098e-23 -2.193721e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
155          	((4.321055e-03 -3.956922e-03 5.574444e-22) (4.805494e-05 7.735078e-06 1.609847e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.684508e-23 7.622550e-22 -1.495818e-03) (-3.368806e-24 4.061003e-23 -2.219964e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
156          	((4.285052e-03 -4.612896e-03 8.234370e-22) (4.822930e-05 7.818747e-06 1.699126e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.353773e-23 8.398501e-22 -1.255673e-03) (-3.549103e-24 4.277784e-23 -2.242845e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
157          	((4.257139e-03 -5.165323e-03 1.037697e-21) (4.842412e-05 7.896808e-06 1.748407e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.908634e-23 9.038582e-22 -1.054913e-03) (-3.654576e-24 4.405028e-23 -2.262204e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
158          	((4.237671e-03 -5.613146e-03 1.201936e-21) (4.855390e-05 7.962639e-06 1.781385e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.355132e-23 9.549443e-22 -8.945223e-04) (-3.724826e-24 4.487858e-23 -2.278480e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
159          	((4.230360e-03 -5.900143e-03 1.319933e-21) (4.857739e-05 8.026887e-06 1.777325e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.689157e-23 9.929106e-22 -7.947311e-04) (-3.716643e-24 4.478396e-23 -2.297734e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
160          	((4.218842e-03 -6.160450e-03 1.394512e-21) (4.863567e-05 8.073733e-06 1.817133e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.929331e-23 1.019681e-21 -7.020285e-04) (-3.800667e-24 4.579890e-23 -2.310985e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
161          	((4.229531e-03 -6.187614e-03 1.411008e-21) (4.848864e-05 8.118117e-06 1.813979e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.003077e-22 1.030214e-21 -7.008255e-04) (-3.798829e-24 4.576691e-23 -2.329976e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
162          	((4.239029e-03 -6.169605e-03 1.394463e-21) (4.833236e-05 8.137348e-06 1.814641e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.005160e-22 1.031349e-21 -7.138452e-04) (-3.802085e-24 4.580132e-23 -2.340051e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
163          	((4.254776e-03 -6.030962e-03 1.349827e-21) (4.810120e-05 8.142765e-06 1.803456e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.992678e-23 1.023424e-21 -7.706013e-04) (-3.780399e-24 4.555732e-23 -2.347164e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
