"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.025659,1.0265,-0.017973,0,-0.9364,-4.1414,0.05
0.034044,1.0243,-0.026752,0,-1.1657,-3.7121,0.05
0.045526,1.0217,-0.03491,0,-1.395,-3.2828,0.05
0.061021,1.0181,-0.041564,0,-1.6243,-2.8536,0.05
0.081037,1.0131,-0.045212,0,-1.8536,-2.4243,0.05
0.10513,1.0072,-0.044065,0,-2.0828,-1.995,0.05
0.13156,1.0017,-0.036607,0,-2.3121,-1.5657,0.05
0.15682,0.99869,-0.023859,0,-2.5414,-1.1364,0.05
0.17758,0.9987,-0.0092982,-4.5442e-21,-2.7707,-0.70711,0.05
0.17686,1,0,0,-3,-0.70711,0.05
0.020131,1.0319,-0.01855,9.6644e-21,-0.70711,-4.1414,0.05
0.014132,1.0341,-0.0087984,-3.3415e-21,-0.47426,-4.5866,0.05
0.014115,1.033,0,-1.9335e-21,-0.4714,-5,0.05
0.028167,1.0304,-0.028673,0,-0.9364,-3.7121,0.05
0.039205,1.0283,-0.038618,0,-1.1657,-3.2828,0.05
0.05455,1.025,-0.047781,0,-1.395,-2.8536,0.05
0.075121,1.0196,-0.0545,0,-1.6243,-2.4243,0.05
0.10085,1.012,-0.056399,0,-1.8536,-1.995,0.05
0.12996,1.0037,-0.05079,0,-2.0828,-1.5657,0.05
0.15802,0.99739,-0.037492,0,-2.3121,-1.1364,0.05
0.18013,0.9956,-0.018882,-4.6402e-20,-2.5414,-0.70711,0.05
0.18917,0.99846,-0.0045606,-1.0355e-20,-2.7924,-0.35647,0.05
0.18825,1,0,0,-3,-0.35355,0.05
0.021608,1.0368,-0.029588,-6.9053e-21,-0.70711,-3.7121,0.05
0.014355,1.0372,-0.018138,5.1388e-21,-0.47712,-4.1732,0.05
0.0088397,1.0392,-0.0086179,-1.4689e-21,-0.23801,-4.5966,0.05
0.0089498,1.038,0,-2.8738e-21,-0.2357,-5,0.05
0.032068,1.036,-0.041583,0,-0.9364,-3.2828,0.05
0.046834,1.0332,-0.053318,0,-1.1657,-2.8536,0.05
0.067541,1.0278,-0.063512,0,-1.395,-2.4243,0.05
0.094764,1.0187,-0.069258,0,-1.6243,-1.995,0.05
0.12708,1.007,-0.066528,0,-1.8536,-1.5657,0.05
0.15934,0.99604,-0.053388,0,-2.0828,-1.1364,0.05
0.18463,0.99045,-0.030458,1.5397e-21,-2.3121,-0.70711,0.05
0.19209,0.99466,-0.0092866,-6.862e-20,-2.5848,-0.35938,0.05
0.1924,0.99861,8.3441e-07,-1.1435e-20,-2.8,0,0.05
0.19164,1,0,0,-3,0,0.05
0.023875,1.0438,-0.042949,-5.4038e-21,-0.70711,-3.2828,0.05
0.014775,1.0425,-0.028783,3.4206e-21,-0.47998,-3.7598,0.05
0.0086113,1.0427,-0.017749,-2.9983e-21,-0.24033,-4.1932,0.05
0.0035045,1.0443,-0.008444,-7.8069e-24,0,-4.6,0.05
0.0037382,1.043,0,5.3508e-22,0,-5,0.05
0.037897,1.0429,-0.057872,0,-0.9364,-2.8536,0.05
0.058106,1.0379,-0.071882,0,-1.1657,-2.4243,0.05
0.086384,1.0278,-0.0824,0,-1.395,-1.995,0.05
0.12218,1.0124,-0.084009,0,-1.6243,-1.5657,0.05
0.16019,0.99527,-0.072324,0,-1.8536,-1.1364,0.05
0.1911,0.98317,-0.04491,6.229e-21,-2.0828,-0.70711,0.05
0.19755,0.98807,-0.015006,-1.2695e-21,-2.3772,-0.36229,0.05
0.19498,0.99505,1.904e-06,1.4943e-22,-2.6,0,0.05
0.18917,0.99846,0.0045619,9.3729e-21,-2.7924,0.35647,0.05
0.18825,1,0,0,-3,0.35355,0.05
0.027242,1.0529,-0.059958,5.9109e-21,-0.70711,-2.8536,0.05
0.015314,1.0504,-0.041514,-8.1053e-21,-0.48284,-3.3464,0.05
0.008186,1.0487,-0.028077,4.7749e-21,-0.24264,-3.7898,0.05
0.0028588,1.0483,-0.017372,-6.3199e-22,0,-4.2,0.05
-0.0017572,1.0495,-0.0083604,6.8819e-22,0.23801,-4.5966,0.05
-0.0013988,1.048,0,6.497e-22,0.2357,-5,0.05
0.046702,1.0504,-0.079094,0,-0.9364,-2.4243,0.05
0.075174,1.0398,-0.09535,0,-1.1657,-1.995,0.05
0.11423,1.0209,-0.10323,0,-1.395,-1.5657,0.05
0.15948,0.99609,-0.095263,0,-1.6243,-1.1364,0.05
0.19941,0.97382,-0.063596,-5.9835e-19,-1.8536,-0.70711,0.05
0.20592,0.97823,-0.022254,-1.1501e-19,-2.1696,-0.36521,0.05
0.20002,0.98872,3.198e-06,1.2188e-22,-2.4,0,0.05
0.19209,0.99466,0.00929,7.0239e-20,-2.5848,0.35938,0.05
0.17758,0.9987,0.0092995,1.7136e-20,-2.7707,0.70711,0.05
0.17686,1,0,0,-3,0.70711,0.05
0.032407,1.0637,-0.08254,-7.1802e-22,-0.70711,-2.4243,0.05
0.015959,1.061,-0.057544,5.3729e-21,-0.4857,-2.933,0.05
0.0073331,1.0576,-0.040285,5.3514e-21,-0.24495,-3.3864,0.05
0.0016927,1.055,-0.027389,6.1697e-22,0,-3.8,0.05
-0.0027913,1.054,-0.01713,-8.2109e-22,0.24033,-4.1932,0.05
-0.0068272,1.0547,-0.0083866,-2.0042e-21,0.47426,-4.5866,0.05
-0.0063775,1.0529,0,-5.3811e-23,0.4714,-5,0.05
0.060619,1.0559,-0.10729,0,-0.9364,-1.995,0.05
0.10196,1.0338,-0.12385,0,-1.1657,-1.5657,0.05
0.15543,1.0001,-0.12325,0,-1.395,-1.1364,0.05
0.20907,0.96279,-0.088388,1.7763e-19,-1.6243,-0.70711,0.05
0.21759,0.96451,-0.031896,-4.2027e-19,-1.9619,-0.36812,0.05
0.20805,0.97901,4.6952e-06,-1.2164e-19,-2.2,0,0.05
0.19755,0.98807,0.015011,-1.2694e-21,-2.3772,0.36229,0.05
0.18013,0.9956,0.018885,4.4146e-20,-2.5414,0.70711,0.05
0.15607,0.9996,0.011987,0,-2.7707,1.1364,0.05
0.15582,1,0,0,-3,1.1364,0.05
0.041057,1.0738,-0.11363,4.1548e-20,-0.70711,-1.995,0.05
0.016784,1.0744,-0.078641,-1.2284e-22,-0.48856,-2.5196,0.05
0.0057288,1.07,-0.055478,-3.581e-21,-0.24726,-2.983,0.05
-0.00035641,1.0652,-0.039075,3.2366e-21,0,-3.4,0.05
-0.0046147,1.0617,-0.026908,3.9929e-21,0.24264,-3.7898,0.05
-0.0081481,1.0599,-0.017071,3.0986e-21,0.47712,-4.1732,0.05
-0.011739,1.0594,-0.0082368,-2.8746e-21,0.70711,-4.5707,0.05
-0.011277,1.0575,0,-5.9677e-22,0.70711,-5,0.05
0.083805,1.0531,-0.14482,0,-0.9364,-1.5657,0.05
0.1452,1.0098,-0.15725,0,-1.1657,-1.1364,0.05
0.21879,0.95117,-0.12171,4.4986e-19,-1.395,-0.70711,0.05
0.23302,0.94612,-0.045253,-4.0135e-20,-1.7543,-0.37103,0.05
0.21955,0.96514,5.9412e-06,-2.3534e-20,-2,0,0.05
0.20592,0.97823,0.022263,9.9218e-22,-2.1696,0.36521,0.05
0.18463,0.99045,0.030464,1.5397e-21,-2.3121,0.70711,0.05
0.15682,0.99869,0.023862,0,-2.5414,1.1364,0.05
0.13272,1.0002,0.012094,0,-2.7707,1.5657,0.05
0.13281,1,0,0,-3,1.5657,0.05
0.057332,1.0771,-0.15728,7.0025e-20,-0.70711,-1.5657,0.05
0.018104,1.0896,-0.10775,2.7204e-20,-0.49142,-2.1062,0.05
0.0028478,1.0863,-0.075169,1.0692e-21,-0.24957,-2.5796,0.05
-0.0038657,1.0795,-0.0534,1.0651e-21,0,-3,0.05
-0.0077099,1.0733,-0.038167,3.6133e-21,0.24495,-3.3864,0.05
-0.010475,1.0689,-0.026695,1.3555e-21,0.47998,-3.7598,0.05
-0.01339,1.0654,-0.016705,5.0341e-21,0.70711,-4.1414,0.05
-0.016244,1.0634,-0.0076151,0,0.91362,-4.5707,0.05
-0.015575,1.0613,0,0,0.91362,-5,0.05
0.12419,1.0282,-0.19776,0,-0.9364,-1.1364,0.05
0.22591,0.9413,-0.16642,7.857e-21,-1.1657,-0.70711,0.05
0.25269,0.92205,-0.064388,5.9371e-19,-1.5467,-0.37394,0.05
0.23532,0.94575,6.6686e-06,1.1806e-19,-1.8,0,0.05
0.21759,0.96451,0.031907,-9.2399e-22,-1.9619,0.36812,0.05
0.19109,0.98317,0.044918,6.2289e-21,-2.0828,0.70711,0.05
0.15801,0.99739,0.037497,0,-2.3121,1.1364,0.05
0.13237,1.0007,0.023752,0,-2.5414,1.5657,0.05
0.11069,1.0005,0.01093,0,-2.7707,1.995,0.05
0.11095,1,0,0,-3,1.995,0.05
0.087876,1.0585,-0.22649,2.8986e-20,-0.70711,-1.1364,0.05
0.021734,1.1036,-0.14868,6.9871e-20,-0.49428,-1.6928,0.05
-0.0024215,1.1068,-0.10199,5.888e-23,-0.25188,-2.1761,0.05
-0.0098108,1.0988,-0.071548,-7.177e-22,0,-2.6,0.05
-0.012857,1.0899,-0.051716,-6.0705e-21,0.24726,-2.983,0.05
-0.014404,1.0824,-0.037589,1.0636e-20,0.48284,-3.3464,0.05
-0.016385,1.0756,-0.02599,-6.3662e-21,0.70711,-3.7121,0.05
-0.018219,1.0696,-0.015387,0,0.91362,-4.1414,0.05
-0.020277,1.0671,-0.0069946,0,1.1201,-4.5707,0.05
-0.019552,1.0649,0,0,1.1201,-5,0.05
0.22506,0.93319,-0.22729,-1.8399e-18,-0.9364,-0.70711,0.05
0.27689,0.89128,-0.092449,3.3174e-21,-1.3391,-0.37686,0.05
0.25664,0.91866,7.3356e-06,2.767e-19,-1.6,4.6259e-18,0.05
0.23302,0.94611,0.045268,3.0654e-21,-1.7543,0.37103,0.05
0.19941,0.97382,0.063609,9.2239e-21,-1.8536,0.70711,0.05
0.15934,0.99605,0.053395,0,-2.0828,1.1364,0.05
0.13155,1.0017,0.036611,0,-2.3121,1.5657,0.05
0.10979,1.0017,0.021274,0,-2.5414,1.995,0.05
0.091791,1.0006,0.0091613,0,-2.7707,2.4243,0.05
0.092107,1,0,0,-3,2.4243,0.05
0.19146,0.95262,-0.3002,-2.5652e-18,-0.70711,-0.70711,0.05
0.029358,1.1078,-0.21134,4.1234e-20,-0.49714,-1.2794,0.05
-0.01176,1.1315,-0.13918,-2.0984e-20,-0.2542,-1.7727,0.05
-0.020197,1.1241,-0.095377,7.0784e-22,0,-2.2,0.05
-0.021373,1.1125,-0.068331,2.7014e-20,0.24957,-2.5796,0.05
-0.020934,1.1016,-0.050259,8.6544e-21,0.4857,-2.933,0.05
-0.021432,1.0911,-0.036255,1.9659e-20,0.70711,-3.2828,0.05
-0.021829,1.0802,-0.023755,0,0.91362,-3.7121,0.05
-0.022438,1.0734,-0.014079,0,1.1201,-4.1414,0.05
-0.023875,1.0703,-0.0063474,0,1.3266,-4.5707,0.05
-0.023123,1.0681,0,0,1.3266,-5,0.05
0.30512,0.84948,-0.1356,-1.0823e-18,-1.1315,-0.37977,0.05
0.2854,0.88064,8.8903e-06,2.0494e-20,-1.4,4.6259e-18,0.05
0.25269,0.92205,0.064405,3.0173e-19,-1.5467,0.37394,0.05
0.20906,0.9628,0.088404,-3.4981e-21,-1.6243,0.70711,0.05
0.16018,0.99527,0.072334,0,-1.8536,1.1364,0.05
0.12995,1.0037,0.050794,0,-2.0828,1.5657,0.05
0.108,1.0039,0.032351,0,-2.3121,1.995,0.05
0.090712,1.002,0.017718,0,-2.5414,2.4243,0.05
0.076455,1.0006,0.0072897,0,-2.7707,2.8536,0.05
0.076769,1,0,0,-3,2.8536,0.05
0.04979,1.0813,-0.31167,-4.8676e-19,-0.5,-0.86603,0.05
0.33639,0.79956,-0.19702,-3.1499e-18,-0.92388,-0.38268,0.05
-0.028749,1.1572,-0.18992,5.4446e-20,-0.25651,-1.3693,0.05
-0.038976,1.156,-0.12631,-2.0318e-20,0,-1.8,0.05
-0.035701,1.1418,-0.088601,8.635e-21,0.25188,-2.1761,0.05
-0.031804,1.127,-0.064737,1.2895e-20,0.48856,-2.5196,0.05
-0.02978,1.1127,-0.047662,1.8418e-21,0.70711,-2.8536,0.05
-0.027759,1.0961,-0.032699,0,0.91362,-3.2828,0.05
-0.026358,1.0843,-0.021581,0,1.1201,-3.7121,0.05
-0.026113,1.0767,-0.012725,0,1.3266,-4.1414,0.05
-0.027106,1.0732,-0.0056888,0,1.5331,-4.5707,0.05
-0.026341,1.071,0,0,1.5331,-5,0.05
0.32388,0.82459,1.1928e-05,-2.9619e-19,-1.2,2.313e-18,0.05
0.27689,0.89128,0.092469,-3.4915e-20,-1.3391,0.37686,0.05
0.21878,0.95118,0.12173,4.399e-21,-1.395,0.70711,0.05
0.15947,0.9961,0.095275,0,-1.6243,1.1364,0.05
0.12707,1.007,0.066533,0,-1.8536,1.5657,0.05
0.10512,1.0072,0.04407,0,-2.0828,1.995,0.05
0.088655,1.0045,0.026688,0,-2.3121,2.4243,0.05
0.075391,1.002,0.014039,0,-2.5414,2.8536,0.05
0.064586,1.0005,0.0055261,0,-2.7707,3.2828,0.05
0.064874,1,0,0,-3,3.2828,0.05
-0.072729,1.18,-0.27101,-2.1264e-19,-0.25882,-0.96593,0.05
0.21903,0.90818,-0.38803,-9.2154e-19,-0.58619,-0.58619,0.05
0.028008,1.0752,-0.39145,1.9639e-19,-0.4145,-0.71793,0.05
0.37745,0.74733,1.609e-05,2.0927e-20,-1,0,0.05
0.39378,0.72526,-0.25494,-1.5039e-18,-0.76589,-0.31724,0.05
-0.073309,1.1934,-0.15968,-1.626e-20,0,-1.4,0.05
-0.060215,1.177,-0.11056,-1.1648e-19,0.2542,-1.7727,0.05
-0.050043,1.1577,-0.079861,4.9968e-20,0.49142,-2.1062,0.05
-0.04342,1.1401,-0.059465,-1.5593e-20,0.70711,-2.4243,0.05
-0.037168,1.1181,-0.042245,0,0.91362,-2.8536,0.05
-0.032595,1.1004,-0.029352,0,1.1201,-3.2828,0.05
-0.030132,1.0877,-0.019386,0,1.3266,-3.7121,0.05
-0.029371,1.0796,-0.011357,0,1.5331,-4.1414,0.05
-0.030007,1.0758,-0.005028,0,1.7397,-4.5707,0.05
-0.029238,1.0736,0,0,1.7397,-5,0.05
0.30511,0.84949,0.13562,8.1923e-19,-1.1315,0.37977,0.05
0.2259,0.94131,0.16644,7.857e-21,-1.1657,0.70711,0.05
0.15542,1.0001,0.12326,0,-1.395,1.1364,0.05
0.12216,1.0124,0.084015,0,-1.6243,1.5657,0.05
0.10084,1.012,0.056403,0,-1.8536,1.995,0.05
0.085475,1.0081,0.035893,0,-2.0828,2.4243,0.05
0.073392,1.0044,0.021012,0,-2.3121,2.8536,0.05
0.063612,1.0018,0.010613,0,-2.5414,3.2828,0.05
0.055853,1.0005,0.0039397,0,-2.7707,3.7121,0.05
0.05611,1,0,0,-3,3.7121,0.05
-0.15283,1.2323,-0.20148,2.2702e-19,0,-1,0.05
-0.14282,1.2077,-0.32484,4.5955e-20,-0.21456,-0.80075,0.05
0.22423,0.88095,-0.48456,1.7836e-18,-0.50381,-0.50381,0.05
-0.025974,1.0885,-0.46984,4.1182e-19,-0.35625,-0.61704,0.05
0.33638,0.79958,0.19705,3.14e-18,-0.92388,0.38268,0.05
0.45016,0.65143,2.0614e-05,-4.8164e-19,-0.829,-9.2519e-18,0.05
0.45839,0.64273,-0.33702,4.3612e-19,-0.65826,-0.27266,0.05
-0.10493,1.2139,-0.12489,-9.4987e-20,0.25651,-1.3693,0.05
-0.079665,1.1878,-0.090392,-9.6744e-20,0.49428,-1.6928,0.05
-0.065868,1.17,-0.069695,8.8152e-20,0.70711,-1.995,0.05
-0.051444,1.1451,-0.05132,0,0.91362,-2.4243,0.05
-0.042145,1.1223,-0.037427,0,1.1201,-2.8536,0.05
-0.036327,1.1038,-0.026065,0,1.3266,-3.2828,0.05
-0.03341,1.0907,-0.017212,0,1.5331,-3.7121,0.05
-0.032266,1.0822,-0.0099892,0,1.7397,-4.1414,0.05
-0.032579,1.078,-0.0043739,0,1.9462,-4.5707,0.05
-0.031811,1.0758,0,0,1.9462,-5,0.05
0.22505,0.93321,0.22731,1.8097e-18,-0.9364,0.70711,0.05
0.14519,1.0098,0.15726,0,-1.1657,1.1364,0.05
0.11422,1.021,0.10324,0,-1.395,1.5657,0.05
0.094746,1.0187,0.069262,0,-1.6243,1.995,0.05
0.081019,1.0131,0.045216,0,-1.8536,2.4243,0.05
0.070367,1.0078,0.028015,0,-2.0828,2.8536,0.05
0.061797,1.004,0.015815,0,-2.3121,3.2828,0.05
0.054983,1.0016,0.0075526,0,-2.5414,3.7121,0.05
0.049907,1.0004,0.002521,0,-2.7707,4.1414,0.05
0.05014,1,0,0,-3,4.1414,0.05
-0.18919,1.2307,-0.12574,5.5946e-19,0.25882,-0.96593,0.05
-0.2395,1.2603,-0.2196,3.6685e-19,0,-0.829,0.05
-0.2322,1.2448,-0.36539,2.3528e-19,-0.18441,-0.68821,0.05
0.2142,0.86403,-0.58813,-8.5295e-19,-0.44768,-0.44768,0.05
-0.095086,1.1129,-0.55169,1.7656e-19,-0.31656,-0.5483,0.05
0.19144,0.95264,0.30022,2.5498e-18,-0.70711,0.70711,0.05
0.39376,0.72528,0.25497,1.0222e-18,-0.76589,0.31724,0.05
0.52842,0.54261,2.4139e-05,-4.571e-19,-0.71249,-9.2519e-18,0.05
0.51103,0.56241,-0.42948,-2.4919e-19,-0.58493,-0.24228,0.05
-0.13428,1.2067,-0.088573,-5.2904e-20,0.49714,-1.2794,0.05
-0.097773,1.1897,-0.070241,-3.3841e-20,0.70711,-1.5657,0.05
-0.073589,1.1737,-0.05921,0,0.91362,-1.995,0.05
-0.055578,1.1483,-0.044347,0,1.1201,-2.4243,0.05
-0.045594,1.1255,-0.032933,0,1.3266,-2.8536,0.05
-0.039458,1.1066,-0.022869,0,1.5331,-3.2828,0.05
-0.03629,1.0932,-0.015078,0,1.7397,-3.7121,0.05
-0.034801,1.0845,-0.0086369,0,1.9462,-4.1414,0.05
-0.034817,1.08,-0.0037349,0,2.1527,-4.5707,0.05
-0.034057,1.0778,0,0,2.1527,-5,0.05
0.12418,1.0282,0.19778,0,-0.9364,1.1364,0.05
0.10194,1.0338,0.12386,0,-1.1657,1.5657,0.05
0.086364,1.0278,0.082404,0,-1.395,1.995,0.05
0.075101,1.0196,0.054504,0,-1.6243,2.4243,0.05
0.066257,1.0123,0.034915,0,-1.8536,2.8536,0.05
0.059086,1.007,0.020963,0,-2.0828,3.2828,0.05
0.053368,1.0035,0.011223,0,-2.3121,3.7121,0.05
0.049123,1.0015,0.0048277,0,-2.5414,4.1414,0.05
0.046466,1.0004,0.0012274,0,-2.7707,4.5707,0.05
0.046683,1,0,0,-3,4.5707,0.05
-0.20475,1.1613,-0.06144,-3.7253e-21,0.5,-0.86603,0.05
-0.26516,1.2245,-0.11092,-3.9288e-19,0.21456,-0.80075,0.05
-0.33407,1.2858,-0.21646,1.7191e-19,0,-0.71249,0.05
-0.334,1.2851,-0.40249,5.1982e-19,-0.16386,-0.61155,0.05
0.1887,0.85393,-0.68401,-2.0361e-18,-0.40944,-0.40944,0.05
-0.1736,1.1334,-0.61805,2.9062e-19,-0.28952,-0.50147,0.05
0.087867,1.0585,0.22651,-2.8979e-20,-0.70711,1.1364,0.05
0.21902,0.90822,0.38804,9.2148e-19,-0.58619,0.58619,0.05
0.45837,0.64276,0.33706,-8.931e-19,-0.65826,0.27266,0.05
0.59624,0.43065,2.4664e-05,3.8163e-19,-0.63312,0,0.05
0.545,0.49044,-0.52667,2.3674e-18,-0.53497,-0.22159,0.05
-0.1579,1.1847,-0.064056,-4.396e-20,0.70711,-1.1364,0.05
-0.099084,1.1884,-0.056186,0,0.91362,-1.5657,0.05
-0.075895,1.1749,-0.050934,0,1.1201,-1.995,0.05
-0.057744,1.1504,-0.038079,0,1.3266,-2.4243,0.05
-0.048421,1.1281,-0.028724,0,1.5331,-2.8536,0.05
-0.042148,1.1091,-0.019765,0,1.7397,-3.2828,0.05
-0.038775,1.0954,-0.013,0,1.9462,-3.7121,0.05
-0.036971,1.0863,-0.0073137,0,2.1527,-4.1414,0.05
-0.036722,1.0816,-0.0031166,0,2.3592,-4.5707,0.05
-0.035972,1.0794,0,0,2.3592,-5,0.05
0.083786,1.0531,0.14483,0,-0.9364,1.5657,0.05
0.075152,1.0398,0.095355,0,-1.1657,1.995,0.05
0.067518,1.0278,0.063516,0,-1.395,2.4243,0.05
0.060996,1.0181,0.041568,0,-1.6243,2.8536,0.05
0.055467,1.011,0.025942,0,-1.8536,3.2828,0.05
0.050975,1.0062,0.01482,0,-2.0828,3.7121,0.05
0.047673,1.0032,0.0071611,0,-2.3121,4.1414,0.05
0.045737,1.0014,0.0023494,0,-2.5414,4.5707,0.05
0.045341,1.0004,0,0,-2.7707,5,0.05
0.045553,1,0,0,-3,5,0.05
-0.18309,0.91779,-0.0039377,-5.3952e-19,0.70711,-0.70711,0.05
-0.25374,1.088,-0.02283,-2.1296e-19,0.4145,-0.71793,0.05
-0.34289,1.1996,-0.076144,-7.4072e-19,0.18441,-0.68821,0.05
-0.43808,1.2945,-0.20252,-2.0207e-19,0,-0.63312,0.05
-0.43949,1.2967,-0.42015,-1.9507e-19,-0.14987,-0.55931,0.05
0.15378,0.80342,-0.72876,1.1076e-18,-0.38339,-0.38339,0.05
-0.25136,1.0719,-0.63,1.1249e-18,-0.2711,-0.46956,0.05
0.049785,1.0813,0.31168,4.3245e-19,-0.5,0.86603,0.05
0.029353,1.1079,0.21135,-4.2062e-20,-0.49714,1.2794,0.05
0.057318,1.0771,0.15729,-1.6232e-20,-0.70711,1.5657,0.05
0.22421,0.881,0.48458,-1.7835e-18,-0.50381,0.50381,0.05
0.027998,1.0752,0.39146,-2.3968e-19,-0.4145,0.71793,0.05
0.51102,0.56244,0.42953,6.3073e-19,-0.58493,0.24228,0.05
0.64568,0.32572,2.1274e-05,3.7478e-19,-0.57904,0,0.05
0.56183,0.41158,-0.58964,-4.0555e-18,-0.50093,-0.20749,0.05
-0.14205,1.1726,-0.05486,0,0.91362,-1.1364,0.05
-0.095609,1.1848,-0.046009,0,1.1201,-1.5657,0.05
-0.076013,1.175,-0.043838,0,1.3266,-1.995,0.05
-0.059488,1.1521,-0.032368,0,1.5331,-2.4243,0.05
-0.050836,1.1303,-0.024745,0,1.7397,-2.8536,0.05
-0.044397,1.1111,-0.016765,0,1.9462,-3.2828,0.05
-0.040867,1.0973,-0.010996,0,2.1527,-3.7121,0.05
-0.038785,1.0879,-0.0060292,0,2.3592,-4.1414,0.05
-0.038302,1.0829,-0.002523,0,2.5657,-4.5707,0.05
-0.03756,1.0808,0,0,2.5657,-5,0.05
0.060597,1.0559,0.10729,0,-0.9364,1.995,0.05
0.058081,1.0379,0.071886,0,-1.1657,2.4243,0.05
0.054524,1.025,0.047785,0,-1.395,2.8536,0.05
0.050935,1.0159,0.030636,0,-1.6243,3.2828,0.05
0.047816,1.0097,0.018256,0,-1.8536,3.7121,0.05
0.045534,1.0056,0.0094342,0,-2.0828,4.1414,0.05
0.044392,1.0029,0.0034819,0,-2.3121,4.5707,0.05
0.044631,1.0013,0,0,-2.5414,5,0.05
-0.14948,0.83706,-0.0033693,-1.8836e-18,0.91362,-0.70711,0.05
-0.23178,0.78271,0.032809,1.4241e-18,0.58619,-0.58619,0.05
-0.31193,0.97945,0.017484,-1.0191e-18,0.35625,-0.61704,0.05
