# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
173          	((2.490325e-03 -1.695222e-03 -6.707041e-23) (3.297131e-05 4.484189e-06 9.745242e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.729415e-23 3.525324e-22 -1.053705e-03) (-2.062132e-24 2.481359e-23 -1.295934e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
174          	((2.492859e-03 -1.568304e-03 -1.171573e-22) (3.278593e-05 4.457108e-06 9.666825e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.598697e-23 3.374730e-22 -1.097878e-03) (-2.046412e-24 2.461431e-23 -1.292732e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
175          	((2.493594e-03 -1.465352e-03 -1.576056e-22) (3.262742e-05 4.434360e-06 9.609750e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.489265e-23 3.249423e-22 -1.132903e-03) (-2.034505e-24 2.447007e-23 -1.290661e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
176          	((2.493560e-03 -1.382842e-03 -1.886894e-22) (3.249501e-05 4.400528e-06 9.570801e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.401292e-23 3.149427e-22 -1.160477e-03) (-2.026402e-24 2.438402e-23 -1.281892e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
177          	((2.491859e-03 -1.325971e-03 -2.101352e-22) (3.236838e-05 4.380234e-06 9.532921e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.336085e-23 3.076130e-22 -1.178591e-03) (-2.018361e-24 2.427063e-23 -1.279147e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
178          	((2.488316e-03 -1.297456e-03 -2.220070e-22) (3.226622e-05 4.365572e-06 9.514338e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.293960e-23 3.029800e-22 -1.186142e-03) (-2.014157e-24 2.422425e-23 -1.278031e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
179          	((2.485864e-03 -1.270266e-03 -2.244655e-22) (3.217838e-05 4.341751e-06 9.486011e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.272687e-23 3.008226e-22 -1.193719e-03) (-2.006959e-24 2.414714e-23 -1.271104e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
180          	((2.478084e-03 -1.300638e-03 -2.169299e-22) (3.213422e-05 4.329308e-06 9.502934e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.277530e-23 3.016734e-22 -1.179023e-03) (-2.010274e-24 2.417417e-23 -1.268474e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
181          	((2.471135e-03 -1.335412e-03 -2.037650e-22) (3.208461e-05 4.328438e-06 9.504648e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.296809e-23 3.041923e-22 -1.163402e-03) (-2.009796e-24 2.417171e-23 -1.270838e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
182          	((2.464680e-03 -1.387186e-03 -1.880289e-22) (3.206713e-05 4.309159e-06 9.555706e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.326276e-23 3.078161e-22 -1.142225e-03) (-2.020109e-24 2.431378e-23 -1.262665e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
183          	((2.457772e-03 -1.444512e-03 -1.616805e-22) (3.203602e-05 4.310465e-06 9.565474e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.378960e-23 3.142032e-22 -1.119098e-03) (-2.020222e-24 2.429434e-23 -1.264327e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
184          	((2.450823e-03 -1.515351e-03 -1.330338e-22) (3.202136e-05 4.319642e-06 9.608046e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.440251e-23 3.215304e-22 -1.091473e-03) (-2.028477e-24 2.439309e-23 -1.269209e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
185          	((2.443941e-03 -1.594467e-03 -1.025843e-22) (3.203643e-05 4.310485e-06 9.657690e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.507828e-23 3.295504e-22 -1.060907e-03) (-2.038036e-24 2.452397e-23 -1.263589e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
186          	((2.436649e-03 -1.681034e-03 -7.057088e-23) (3.203676e-05 4.317853e-06 9.705115e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.581264e-23 3.382103e-22 -1.027808e-03) (-2.047241e-24 2.462105e-23 -1.266154e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
187          	((2.429495e-03 -1.770221e-03 -3.803100e-23) (3.204417e-05 4.333059e-06 9.753100e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.657873e-23 3.472003e-22 -9.939964e-04) (-2.056449e-24 2.472967e-23 -1.272251e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
188          	((2.423162e-03 -1.858168e-03 -5.917700e-24) (3.206963e-05 4.330844e-06 9.809006e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.735207e-23 3.562374e-22 -9.609280e-04) (-2.067554e-24 2.488197e-23 -1.268912e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
189          	((2.415546e-03 -1.962445e-03 2.596970e-23) (3.209482e-05 4.340705e-06 9.878671e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.815238e-23 3.655204e-22 -9.217339e-04) (-2.081656e-24 2.503371e-23 -1.271524e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
190          	((2.411852e-03 -2.021747e-03 5.330363e-23) (3.208913e-05 4.360134e-06 9.860067e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.882256e-23 3.733266e-22 -9.000096e-04) (-2.077414e-24 2.498265e-23 -1.279109e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
191          	((2.408901e-03 -2.081858e-03 7.891728e-23) (3.210540e-05 4.358350e-06 9.936488e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.947712e-23 3.808949e-22 -8.782676e-04) (-2.092879e-24 2.518701e-23 -1.276048e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
192          	((2.406284e-03 -2.136027e-03 1.010901e-22) (3.210345e-05 4.369670e-06 9.979083e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.006292e-23 3.876295e-22 -8.588543e-04) (-2.101653e-24 2.527628e-23 -1.280005e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
193          	((2.403929e-03 -2.183581e-03 1.194397e-22) (3.209755e-05 4.386496e-06 1.001695e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.056624e-23 3.933798e-22 -8.418645e-04) (-2.109400e-24 2.536686e-23 -1.286986e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
194          	((2.402615e-03 -2.219862e-03 1.333016e-22) (3.210215e-05 4.383629e-06 1.005600e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.096787e-23 3.979280e-22 -8.290732e-04) (-2.117631e-24 2.548286e-23 -1.283999e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
195          	((2.401810e-03 -2.244061e-03 1.425957e-22) (3.208494e-05 4.392317e-06 1.007028e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.126164e-23 4.012113e-22 -8.207181e-04) (-2.120786e-24 2.550439e-23 -1.287497e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
196          	((2.401119e-03 -2.259563e-03 1.467573e-22) (3.206322e-05 4.405882e-06 1.009067e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.143832e-23 4.031123e-22 -8.154565e-04) (-2.125360e-24 2.555627e-23 -1.293920e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
197          	((2.402335e-03 -2.257037e-03 1.462341e-22) (3.204614e-05 4.398982e-06 1.010338e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.149901e-23 4.036646e-22 -8.171045e-04) (-2.128392e-24 2.560962e-23 -1.290262e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
198          	((2.403787e-03 -2.235830e-03 1.401837e-22) (3.200352e-05 4.402149e-06 1.009982e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.141974e-23 4.025961e-22 -8.253873e-04) (-2.127835e-24 2.558796e-23 -1.292450e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
199          	((2.406399e-03 -2.207401e-03 1.327212e-22) (3.195587e-05 4.413054e-06 1.007676e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.129782e-23 4.010476e-22 -8.366872e-04) (-2.124134e-24 2.549342e-23 -1.299288e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
200          	((2.409919e-03 -2.166456e-03 1.208262e-22) (3.192541e-05 4.397285e-06 1.009139e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.106187e-23 3.981822e-22 -8.524529e-04) (-2.126874e-24 2.560357e-23 -1.292579e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
201          	((2.413125e-03 -2.120897e-03 1.023016e-22) (3.186107e-05 4.396680e-06 1.008031e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.067975e-23 3.935799e-22 -8.697641e-04) (-2.126021e-24 2.555558e-23 -1.294504e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
202          	((2.415819e-03 -2.071301e-03 8.270143e-23) (3.179656e-05 4.403654e-06 1.005468e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.025692e-23 3.885335e-22 -8.882529e-04) (-2.121415e-24 2.545315e-23 -1.300653e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
203          	((2.418939e-03 -2.014003e-03 6.314651e-23) (3.176409e-05 4.382435e-06 1.005567e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.980997e-23 3.832592e-22 -9.092557e-04) (-2.120847e-24 2.552835e-23 -1.292205e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
204          	((2.422056e-03 -1.957172e-03 3.943119e-23) (3.170002e-05 4.377879e-06 1.003319e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.927603e-23 3.769400e-22 -9.302808e-04) (-2.117758e-24 2.545173e-23 -1.293003e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
205          	((2.424440e-03 -1.897576e-03 1.500194e-23) (3.163682e-05 4.381837e-06 9.989873e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.870716e-23 3.702507e-22 -9.518819e-04) (-2.109586e-24 2.530741e-23 -1.298155e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
206          	((2.427485e-03 -1.834210e-03 -7.636054e-24) (3.159707e-05 4.358421e-06 9.991830e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.816037e-23 3.638645e-22 -9.748654e-04) (-2.109310e-24 2.538552e-23 -1.289235e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
207          	((2.430167e-03 -1.775151e-03 -3.284158e-23) (3.153472e-05 4.350817e-06 9.959891e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.756186e-23 3.568522e-22 -9.963011e-04) (-2.104097e-24 2.528235e-23 -1.288853e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
208          	((2.432021e-03 -1.718719e-03 -5.639718e-23) (3.147386e-05 4.352704e-06 9.915728e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.698809e-23 3.501611e-22 -1.016517e-03) (-2.095597e-24 2.513583e-23 -1.293174e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
209          	((2.433916e-03 -1.664621e-03 -7.769054e-23) (3.143646e-05 4.329633e-06 9.914822e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.645384e-23 3.439638e-22 -1.035703e-03) (-2.094790e-24 2.520565e-23 -1.284534e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
210          	((2.435183e-03 -1.619014e-03 -9.763140e-23) (3.137287e-05 4.321278e-06 9.881078e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.595470e-23 3.381715e-22 -1.051813e-03) (-2.088675e-24 2.509586e-23 -1.283751e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
211          	((2.435624e-03 -1.577839e-03 -1.152212e-22) (3.131532e-05 4.323113e-06 9.831920e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.549966e-23 3.329213e-22 -1.066039e-03) (-2.079104e-24 2.493424e-23 -1.287891e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
212          	((2.436694e-03 -1.539262e-03 -1.298065e-22) (3.128254e-05 4.301186e-06 9.838762e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.511119e-23 3.284613e-22 -1.079536e-03) (-2.079757e-24 2.502113e-23 -1.279449e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
213          	((2.436403e-03 -1.509724e-03 -1.410061e-22) (3.123297e-05 4.295455e-06 9.792536e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.479312e-23 3.248479e-22 -1.089327e-03) (-2.070583e-24 2.487479e-23 -1.279230e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
214          	((2.435418e-03 -1.492131e-03 -1.487848e-22) (3.118786e-05 4.299432e-06 9.779598e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.456305e-23 3.222508e-22 -1.094789e-03) (-2.068104e-24 2.480049e-23 -1.283731e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
215          	((2.434321e-03 -1.480298e-03 -1.533758e-22) (3.117712e-05 4.277953e-06 9.776099e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.440230e-23 3.204797e-22 -1.098015e-03) (-2.066741e-24 2.486310e-23 -1.274410e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
216          	((2.432658e-03 -1.474949e-03 -1.546445e-22) (3.113790e-05 4.276655e-06 9.760296e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.432156e-23 3.196437e-22 -1.098948e-03) (-2.063392e-24 2.478836e-23 -1.275536e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
217          	((2.431083e-03 -1.475161e-03 -1.538818e-22) (3.110482e-05 4.283797e-06 9.749691e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.429801e-23 3.194582e-22 -1.098082e-03) (-2.061498e-24 2.472028e-23 -1.280673e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
218          	((2.429876e-03 -1.476740e-03 -1.494414e-22) (3.109812e-05 4.266212e-06 9.773110e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.435498e-23 3.202309e-22 -1.096772e-03) (-2.064986e-24 2.484324e-23 -1.272556e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
219          	((2.427177e-03 -1.499401e-03 -1.419365e-22) (3.107704e-05 4.266853e-06 9.777686e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.450348e-23 3.220353e-22 -1.087646e-03) (-2.066261e-24 2.482328e-23 -1.273820e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
220          	((2.424097e-03 -1.523542e-03 -1.331838e-22) (3.106033e-05 4.277505e-06 9.767825e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.468256e-23 3.241958e-22 -1.077901e-03) (-2.064289e-24 2.475449e-23 -1.279612e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
221          	((2.422490e-03 -1.536227e-03 -1.233466e-22) (3.105940e-05 4.264197e-06 9.788486e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.487797e-23 3.265681e-22 -1.072625e-03) (-2.067209e-24 2.486974e-23 -1.272774e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
222          	((2.418848e-03 -1.575432e-03 -1.091380e-22) (3.105176e-05 4.266718e-06 9.818255e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.519897e-23 3.303646e-22 -1.057429e-03) (-2.073270e-24 2.491011e-23 -1.274189e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
223          	((2.415883e-03 -1.605884e-03 -9.709821e-23) (3.104344e-05 4.279153e-06 9.804654e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.547130e-23 3.335847e-22 -1.045629e-03) (-2.070970e-24 2.483626e-23 -1.280200e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
224          	((2.414597e-03 -1.624266e-03 -8.649361e-23) (3.104891e-05 4.268282e-06 9.835792e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.571045e-23 3.364142e-22 -1.038668e-03) (-2.076484e-24 2.497944e-23 -1.274082e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
225          	((2.411831e-03 -1.661518e-03 -7.309646e-23) (3.103984e-05 4.272834e-06 9.877835e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.603607e-23 3.402129e-22 -1.024653e-03) (-2.084856e-24 2.505176e-23 -1.276264e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
226          	((2.409390e-03 -1.692333e-03 -6.171063e-23) (3.103133e-05 4.286224e-06 9.867640e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.631490e-23 3.434613e-22 -1.013074e-03) (-2.083376e-24 2.498561e-23 -1.282644e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
227          	((2.408683e-03 -1.709536e-03 -5.258278e-23) (3.104034e-05 4.274204e-06 9.891621e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.653690e-23 3.460509e-22 -1.006799e-03) (-2.087647e-24 2.511352e-23 -1.275790e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
228          	((2.405796e-03 -1.746411e-03 -4.260395e-23) (3.103336e-05 4.280362e-06 9.945309e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.680351e-23 3.491102e-22 -9.929047e-04) (-2.098515e-24 2.521928e-23 -1.278662e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
229          	((2.404987e-03 -1.762928e-03 -3.548018e-23) (3.101509e-05 4.294716e-06 9.907211e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.699193e-23 3.512759e-22 -9.870547e-04) (-2.091406e-24 2.507674e-23 -1.285755e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
230          	((2.404985e-03 -1.772576e-03 -2.953896e-23) (3.101934e-05 4.281576e-06 9.945307e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.714880e-23 3.530796e-22 -9.837488e-04) (-2.098544e-24 2.524634e-23 -1.278635e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
231          	((2.403927e-03 -1.788321e-03 -2.571804e-23) (3.100280e-05 4.286430e-06 9.972264e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.727141e-23 3.544469e-22 -9.779493e-04) (-2.104250e-24 2.529011e-23 -1.281147e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
